Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC Genotype x Time_235,HMDB0008053,PC 40:2,0.0630136552959925,0.0380013835929863,0.107699914493959,,Interaction,-0.0114690565462606,0.137496367138246
HC Genotype x Time_(joint),HMDB0008053,PC 40:2,,,,0.241200989233057,Interaction,,
HC Genotype x Time_120,HMDB0013417,PC O-36:0,0.120175213703923,0.0674405111050245,0.0848841547923296,,Interaction,-0.0120081880619254,0.252358615469771
HC Genotype x Time_235,HMDB0013417,PC O-36:0,0.181973519999288,0.0674405111050245,0.0113312258846524,,Interaction,0.0497901182334397,0.314156921765136
HC Genotype x Time_(joint),HMDB0013417,PC O-36:0,,,,0.0347581269582054,Interaction,,
HC Genotype x Time_120,HMDB0012105,SM 41:1;O2,0.0103033132714385,0.0322851364625682,0.751835829484103,,Interaction,-0.0529755541951951,0.0735821807380722
HC Genotype x Time_235,HMDB0012105,SM 41:1;O2,0.0490982972975133,0.0322851364625682,0.138788360566806,,Interaction,-0.0141805701691204,0.112377164764147
HC Genotype x Time_(joint),HMDB0012105,SM 41:1;O2,,,,0.291127361760344,Interaction,,
HC Genotype x Time_120,HMDB0062179,AICAR,0.436885281180096,0.321787757537236,0.184690217257811,,Interaction,-0.193818723592887,1.06758928595308
HC Genotype x Time_235,HMDB0062179,AICAR,-0.348705872441481,0.321787757537236,0.287151987034115,,Interaction,-0.979409877214464,0.281998132331502
HC Genotype x Time_(joint),HMDB0062179,AICAR,,,,0.0653087064773028,Interaction,,
HC Genotype x Time_120,HMDB0011765,Cer 40:0;O2,0.0226385256857741,0.055092599596954,0.68405337050786,,Interaction,-0.0853429695242558,0.130620020895804
HC Genotype x Time_235,HMDB0011765,Cer 40:0;O2,0.0197353901835755,0.0550925995969541,0.722685496054713,,Interaction,-0.0882461050264544,0.127716885393605
HC Genotype x Time_(joint),HMDB0011765,Cer 40:0;O2,,,,0.905151738235831,Interaction,,
HC Genotype x Time_120,HMDB0013448,PC O-42:4,0.0180020168538017,0.0340330112536983,0.600727148987495,,Interaction,-0.0487026852034469,0.0847067189110503
HC Genotype x Time_235,HMDB0013448,PC O-42:4,0.0479293165146943,0.0340330112536983,0.169316467230898,,Interaction,-0.0187753855425543,0.114634018571943
HC Genotype x Time_(joint),HMDB0013448,PC O-42:4,,,,0.375514336598198,Interaction,,
HC Genotype x Time_120,HMDB0013450,PC P-44:5,0.0156430362888044,0.0316790052773187,0.625044775760733,,Interaction,-0.0464478140547402,0.0777338866323491
HC Genotype x Time_235,HMDB0013450,PC P-44:5,0.0517003629688073,0.0316790052773187,0.113132437812577,,Interaction,-0.0103904873747373,0.113791213312352
HC Genotype x Time_(joint),HMDB0013450,PC P-44:5,,,,0.262023331291873,Interaction,,
HC Genotype x Time_120,HMDB0000950,Cer 41:1;O2,0.000386859900121046,0.0265226225999721,0.988459013120515,,Interaction,-0.0515974803958242,0.0523712001960663
HC Genotype x Time_235,HMDB0000950,Cer 41:1;O2,0.0615414567786471,0.0265226225999721,0.0273093370732708,,Interaction,0.0095571164827018,0.113525797074592
HC Genotype x Time_(joint),HMDB0000950,Cer 41:1;O2,,,,0.0407643684033065,Interaction,,
HC Genotype x Time_120,HMDB0007820,DG 38:1,-0.141908088924067,0.0577435330685335,0.0199863259499466,,Interaction,-0.255085413738393,-0.0287307641097415
HC Genotype x Time_235,HMDB0007820,DG 38:1,-0.0982962249196251,0.0577435330685336,0.0990431613711225,,Interaction,-0.211473549733951,0.0148810998947007
HC Genotype x Time_(joint),HMDB0007820,DG 38:1,,,,0.0564035431022753,Interaction,,
HC Genotype x Time_120,HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,0.0161694485216603,0.106747217291376,0.880615697743544,,Interaction,-0.193055097369436,0.225393994412757
HC Genotype x Time_235,HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,-0.143939441402325,0.106747217291376,0.187618013119926,,Interaction,-0.353163987293422,0.0652851044887713
HC Genotype x Time_(joint),HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,,,,0.271132873185185,Interaction,,
HC Genotype x Time_120,HMDB0056036,DG 36:0,0.081753524795034,0.121632994363507,0.506643023782003,,Interaction,-0.15664714415744,0.320154193747508
HC Genotype x Time_235,HMDB0056036,DG 36:0,0.210479778487598,0.121632994363507,0.093826018914438,,Interaction,-0.0279208904648761,0.448880447440073
HC Genotype x Time_(joint),HMDB0056036,DG 36:0,,,,0.234636906708049,Interaction,,
HC Genotype x Time_120,HMDB0011697,SM 42:1;O2,0.0581708491260365,0.0324150367250903,0.0828066006583953,,Interaction,-0.00536262285514044,0.121704321107213
HC Genotype x Time_235,HMDB0011697,SM 42:1;O2,0.0962122494799228,0.0324150367250903,0.00583877820585352,,Interaction,0.0326787774987459,0.1597457214611
HC Genotype x Time_(joint),HMDB0011697,SM 42:1;O2,,,,0.0200055808360578,Interaction,,
HC Genotype x Time_120,HMDB0013461,SM 44:2;O2,0.0808903218136101,0.0399176669306994,0.0516914358721493,,Interaction,0.00265169462943927,0.159128948997781
HC Genotype x Time_235,HMDB0013461,SM 44:2;O2,0.1082730372608,0.0399176669306994,0.0109520254648779,,Interaction,0.0300344100766293,0.186511664444971
HC Genotype x Time_(joint),HMDB0013461,SM 44:2;O2,,,,0.0293491543275312,Interaction,,
HC Genotype x Time_120,HMDB0011767,Cer 41:0;O2,0.018999728619869,0.0665300464653269,0.777161507859082,,Interaction,-0.111399162452172,0.14939861969191
HC Genotype x Time_235,HMDB0011767,Cer 41:0;O2,-0.0680376008845139,0.0665300464653269,0.314645005927598,,Interaction,-0.198436491956555,0.0623612901875269
HC Genotype x Time_(joint),HMDB0011767,Cer 41:0;O2,,,,0.399458921416666,Interaction,,
HC Genotype x Time_120,HMDB0007993,PC 40:1,0.0981534864603648,0.0536038647789198,0.0770358783697948,,Interaction,-0.00691008850631796,0.203217061427048
HC Genotype x Time_235,HMDB0007993,PC 40:1,0.114942945053927,0.0536038647789198,0.0402304927605391,,Interaction,0.00987937008724464,0.22000652002061
HC Genotype x Time_(joint),HMDB0007993,PC 40:1,,,,0.0847278350844321,Interaction,,
HC Genotype x Time_120,HMDB0004956,Cer 42:1;O2,0.0179262132799931,0.0278010407596491,0.5239550213019,,Interaction,-0.0365638266089191,0.0724162531689053
HC Genotype x Time_235,HMDB0004956,Cer 42:1;O2,0.0677729797214092,0.0278010407596491,0.020916928760174,,Interaction,0.013282939832497,0.122263019610321
HC Genotype x Time_(joint),HMDB0004956,Cer 42:1;O2,,,,0.0553959283589616,Interaction,,
HC Genotype x Time_120,HMDB0013456,PC P-44:4,0.0254967618163244,0.0312846890339886,0.421500230286866,,Interaction,-0.0358212286902933,0.0868147523229421
HC Genotype x Time_235,HMDB0013456,PC P-44:4,0.0691101564439105,0.0312846890339886,0.0349479890183982,,Interaction,0.00779216593729283,0.130428146950528
HC Genotype x Time_(joint),HMDB0013456,PC P-44:4,,,,0.0993865226987269,Interaction,,
HC Genotype x Time_120,HMDB0240674,SM 43:1;O2,0.00590564853360185,0.0303449829023256,0.847004790368057,,Interaction,-0.0535705179549563,0.06538181502216
HC Genotype x Time_235,HMDB0240674,SM 43:1;O2,0.0610455053870707,0.0303449829023256,0.0533069678486277,,Interaction,0.0015693388985126,0.120521671875629
HC Genotype x Time_(joint),HMDB0240674,SM 43:1;O2,,,,0.102298272277358,Interaction,,
HC Genotype x Time_120,HMDB0008125,PC 42:2,-0.0217893628977349,0.0323656787226214,0.505958183668522,,Interaction,-0.0852260931940728,0.0416473673986031
HC Genotype x Time_235,HMDB0008125,PC 42:2,0.0328382988009014,0.0323656787226214,0.318408746285003,,Interaction,-0.0305984314954366,0.0962750290972393
HC Genotype x Time_(joint),HMDB0008125,PC 42:2,,,,0.251961937322883,Interaction,,
HC Genotype x Time_120,HMDB0008421,PC 44:4,-0.022877996349497,0.0442196924563048,0.608691090558294,,Interaction,-0.109548593563855,0.0637926008648604
HC Genotype x Time_235,HMDB0008421,PC 44:4,0.0761316247682082,0.0442196924563048,0.0954276022309084,,Interaction,-0.0105389724461493,0.162802221982566
HC Genotype x Time_(joint),HMDB0008421,PC 44:4,,,,0.0801663002361389,Interaction,,
HC Genotype x Time_120,HMDB0013408,PC O-38:0,0.0387386526293914,0.0597407762710603,0.521629622224959,,Interaction,-0.0783532688618868,0.15583057412067
HC Genotype x Time_235,HMDB0013408,PC O-38:0,0.17813789074109,0.0597407762710603,0.00564147486292394,,Interaction,0.0610459692498118,0.295229812232368
HC Genotype x Time_(joint),HMDB0013408,PC O-38:0,,,,0.0142034170656861,Interaction,,
HC Genotype x Time_120,HMDB0011768,Cer 42:0;O2,0.029407244370125,0.0536610125638856,0.58773392011809,,Interaction,-0.0757683402550908,0.134582828995341
HC Genotype x Time_235,HMDB0011768,Cer 42:0;O2,0.0516206574514916,0.0536610125638856,0.34375135597446,,Interaction,-0.0535549271737242,0.156796242076707
HC Genotype x Time_(joint),HMDB0011768,Cer 42:0;O2,,,,0.632160244937306,Interaction,,
HC Genotype x Time_120,HMDB0047885,TG 42:3,0.453162100027524,0.357364557278779,0.214527332675515,,Interaction,-0.247272432238883,1.15359663229393
HC Genotype x Time_235,HMDB0047885,TG 42:3,0.632092837443196,0.357364557278779,0.0871013983369566,,Interaction,-0.0683416948232106,1.3325273697096
HC Genotype x Time_(joint),HMDB0047885,TG 42:3,,,,0.206682890184589,Interaction,,
HC Genotype x Time_120,HMDB0004957,Cer 43:1;O2,0.031039550362393,0.0332154323403881,0.35751163370371,,Interaction,-0.0340626970247676,0.0961417977495536
HC Genotype x Time_235,HMDB0004957,Cer 43:1;O2,0.080063771315605,0.0332154323403881,0.022269425382132,,Interaction,0.0149615239284444,0.145166018702766
HC Genotype x Time_(joint),HMDB0004957,Cer 43:1;O2,,,,0.0674468038210601,Interaction,,
HC Genotype x Time_120,HMDB0011686,P-Cresol glucuronide,0.00906622995436844,0.137289850002235,0.947786374752648,,Interaction,-0.260021876050012,0.278154335958749
HC Genotype x Time_235,HMDB0011686,P-Cresol glucuronide,0.0240847300676985,0.137289850002235,0.861920668630926,,Interaction,-0.245003375936682,0.293172836072079
HC Genotype x Time_(joint),HMDB0011686,P-Cresol glucuronide,,,,0.984429613861585,Interaction,,
HC Genotype x Time_120,HMDB0007992,PC 40:0,0.145314892584364,0.249984717565804,0.565383887329708,,Interaction,-0.344655153844611,0.63528493901334
HC Genotype x Time_235,HMDB0007992,PC 40:0,0.31800848044833,0.249984717565804,0.213106080265634,,Interaction,-0.171961565980645,0.807978526877306
HC Genotype x Time_(joint),HMDB0007992,PC 40:0,,,,0.453862094607098,Interaction,,
HC Genotype x Time_120,HMDB0013433,PC O-40:1,0.00819200120648743,0.0508491182314324,0.873091448465694,,Interaction,-0.0914722705271201,0.107856272940095
HC Genotype x Time_235,HMDB0013433,PC O-40:1,0.080400609890417,0.0508491182314324,0.124328494246285,,Interaction,-0.0192636618431906,0.180064881624025
HC Genotype x Time_(joint),HMDB0013433,PC O-40:1,,,,0.236324149003554,Interaction,,
HC Genotype x Time_120,HMDB0003282,1-Methylguanine,-0.0172860578971269,0.0278684305244895,0.539761163467459,,Interaction,-0.0719081817251264,0.0373360659308725
HC Genotype x Time_235,HMDB0003282,1-Methylguanine,0.0066960678288226,0.0278684305244895,0.811751947585317,,Interaction,-0.0479260559991769,0.0613181916568221
HC Genotype x Time_(joint),HMDB0003282,1-Methylguanine,,,,0.677569046254834,Interaction,,
HC Genotype x Time_120,HMDB0013438,PC P-42:1,0.0107927013211207,0.0412041191223026,0.795163566174823,,Interaction,-0.0699673721585925,0.0915527748008338
HC Genotype x Time_235,HMDB0013438,PC P-42:1,0.0533714687147614,0.0412041191223026,0.205097981400352,,Interaction,-0.0273886047649518,0.134131542194475
HC Genotype x Time_(joint),HMDB0013438,PC P-42:1,,,,0.402559198948683,Interaction,,
HC Genotype x Time_120,HMDB0011698,SM 44:1;O2,0.0716553092985244,0.0571381840671036,0.219500499819573,,Interaction,-0.0403355314729987,0.183646150070047
HC Genotype x Time_235,HMDB0011698,SM 44:1;O2,0.118484789490375,0.0571381840671036,0.0467931028244794,,Interaction,0.00649394871885177,0.230475630261898
HC Genotype x Time_(joint),HMDB0011698,SM 44:1;O2,,,,0.130454599512332,Interaction,,
HC Genotype x Time_120,HMDB0042278,TG 42:2,1.12864337405448,0.5972074158258,0.0684728014358905,,Interaction,-0.0418831609640904,2.29916990907305
HC Genotype x Time_235,HMDB0042278,TG 42:2,1.27436485630333,0.5972074158258,0.0411447099218084,,Interaction,0.103838321284758,2.4448913913219
HC Genotype x Time_(joint),HMDB0042278,TG 42:2,,,,0.0815463906902244,Interaction,,
HC Genotype x Time_120,HMDB0008059,PC 42:1,0.1273999880634,0.0657193704565716,0.0620159269930251,,Interaction,-0.00140997803147999,0.256209954158281
HC Genotype x Time_235,HMDB0008059,PC 42:1,0.100827704671789,0.0657193704565716,0.135456371940193,,Interaction,-0.0279822614230914,0.229637670766669
HC Genotype x Time_(joint),HMDB0008059,PC 42:1,,,,0.141113872429044,Interaction,,
HC Genotype x Time_120,HMDB0011264,PC P-42:1,0.0175957950461596,0.0455901251487552,0.702252643673522,,Interaction,-0.0717608502454006,0.10695244033772
HC Genotype x Time_235,HMDB0011264,PC P-42:1,0.0380040133214411,0.0455901251487553,0.41109362782872,,Interaction,-0.0513526319701192,0.127360658613001
HC Genotype x Time_(joint),HMDB0011264,PC P-42:1,,,,0.708855880706827,Interaction,,
HC Genotype x Time_120,HMDB0000703,Mandelic acid,-0.213865614710936,0.127465892202245,0.103770876129013,,Interaction,-0.463698763427336,0.0359675340054637
HC Genotype x Time_235,HMDB0000703,Mandelic acid,-0.157398706930596,0.127465892202245,0.226478282985969,,Interaction,-0.407231855646996,0.0924344417858037
HC Genotype x Time_(joint),HMDB0000703,Mandelic acid,,,,0.23678476521025,Interaction,,
HC Genotype x Time_120,HMDB0004955,Cer 44:1;O2,0.0368851012376915,0.0428758197012898,0.396459272507627,,Interaction,-0.0471515053768366,0.12092170785222
HC Genotype x Time_235,HMDB0004955,Cer 44:1;O2,0.119721017731307,0.0428758197012898,0.00902187743454389,,Interaction,0.0356844111167793,0.203757624345835
HC Genotype x Time_(joint),HMDB0004955,Cer 44:1;O2,,,,0.026874435444672,Interaction,,
HC Genotype x Time_120,HMDB0047908,TG 44:3,0.427460869106416,0.312202701976545,0.181107937907724,,Interaction,-0.184456426767612,1.03937816498044
HC Genotype x Time_235,HMDB0047908,TG 44:3,0.581410845596689,0.312202701976545,0.0723831166825721,,Interaction,-0.0305064502773387,1.19332814147072
HC Genotype x Time_(joint),HMDB0047908,TG 44:3,,,,0.172879585831976,Interaction,,
HC Genotype x Time_120,HMDB0013421,PC O-40:0,-0.0209317693178559,0.0593611891306104,0.726840939671369,,Interaction,-0.137279700013852,0.0954161613781405
HC Genotype x Time_235,HMDB0013421,PC O-40:0,0.165791354880518,0.0593611891306104,0.00900753032590094,,Interaction,0.0494434241845219,0.282139285576515
HC Genotype x Time_(joint),HMDB0013421,PC O-40:0,,,,0.00671121518209985,Interaction,,
HC Genotype x Time_120,HMDB0099325,TG 40:0,0.621612051823754,0.423433334000272,0.152504033985384,,Interaction,-0.20831728281678,1.45154138646429
HC Genotype x Time_235,HMDB0099325,TG 40:0,0.625069164078621,0.423433334000272,0.150312518995255,,Interaction,-0.204860170561913,1.45499849871915
HC Genotype x Time_(joint),HMDB0099325,TG 40:0,,,,0.251739160506559,Interaction,,
HC Genotype x Time_120,HMDB0043169,TG 43:2,0.622962581980165,0.490922613783973,0.214211830034118,,Interaction,-0.339245741036422,1.58517090499675
HC Genotype x Time_235,HMDB0043169,TG 43:2,0.871714193397927,0.490922613783973,0.0859342125983952,,Interaction,-0.09049412961866,1.83392251641451
HC Genotype x Time_(joint),HMDB0043169,TG 43:2,,,,0.204659674952503,Interaction,,
HC Genotype x Time_120,HMDB0042548,TG 46:4,0.165789860817463,0.262334565294728,0.532187769405709,,Interaction,-0.348385887160203,0.67996560879513
HC Genotype x Time_235,HMDB0042548,TG 46:4,0.369644721965267,0.262334565294728,0.169099508079917,,Interaction,-0.1445310260124,0.883820469942933
HC Genotype x Time_(joint),HMDB0042548,TG 46:4,,,,0.381156684543288,Interaction,,
HC Genotype x Time_120,HMDB0042068,TG 42:1,0.89411389403268,0.447053404334411,0.0546232428771141,,Interaction,0.0178892215372348,1.77033856652812
HC Genotype x Time_235,HMDB0042068,TG 42:1,0.967560600383782,0.447053404334411,0.0385276852319817,,Interaction,0.0913359278883373,1.84378527287923
HC Genotype x Time_(joint),HMDB0042068,TG 42:1,,,,0.0703405029198204,Interaction,,
HC Genotype x Time_120,HMDB0013434,PC O-42:1,0.0866813970605621,0.060857870016503,0.164672066571272,,Interaction,-0.0326000281717839,0.205962822292908
HC Genotype x Time_235,HMDB0013434,PC O-42:1,0.168956150952261,0.060857870016503,0.00938172950343344,,Interaction,0.0496747257199151,0.288237576184607
HC Genotype x Time_(joint),HMDB0013434,PC O-42:1,,,,0.0323666522743957,Interaction,,
HC Genotype x Time_120,HMDB0042789,TG 48:5,-0.123114930778828,0.218039585297843,0.576513359779843,,Interaction,-0.5504725179626,0.304242656404944
HC Genotype x Time_235,HMDB0042789,TG 48:5,0.0781325912094247,0.218039585297843,0.72259725452115,,Interaction,-0.349224995974347,0.505490178393197
HC Genotype x Time_(joint),HMDB0042789,TG 48:5,,,,0.652520916832906,Interaction,,
HC Genotype x Time_120,HMDB0004824,"N2,N2-Dimethylguanosine",-0.0518289462258949,0.0454254215059231,0.262909838128969,,Interaction,-0.140862772377504,0.0372048799257145
HC Genotype x Time_235,HMDB0004824,"N2,N2-Dimethylguanosine",0.0262342060775087,0.0454254215059231,0.567896027174333,,Interaction,-0.0627996200741005,0.115268032229118
HC Genotype x Time_(joint),HMDB0004824,"N2,N2-Dimethylguanosine",,,,0.233059413490483,Interaction,,
HC Genotype x Time_120,HMDB0072022,TG 41:0,1.2591928922269,0.61900957393118,0.0508550048084597,,Interaction,0.0459341273217837,2.47245165713201
HC Genotype x Time_235,HMDB0072022,TG 41:0,1.42051450778689,0.61900957393118,0.0289139284513367,,Interaction,0.207255742881774,2.633773272692
HC Genotype x Time_(joint),HMDB0072022,TG 41:0,,,,0.0569607273260743,Interaction,,
HC Genotype x Time_120,HMDB0000840,Salicyluric acid,0.24337698765037,0.13899188040421,0.0901637066763169,,Interaction,-0.029047097941882,0.515801073242622
HC Genotype x Time_235,HMDB0000840,Salicyluric acid,0.205866819118555,0.13899188040421,0.148996126245653,,Interaction,-0.0665572664736974,0.478290904710807
HC Genotype x Time_(joint),HMDB0000840,Salicyluric acid,,,,0.186396570408164,Interaction,,
HC Genotype x Time_120,HMDB0047745,TG 50:7,0.136634608815178,0.179101805794269,0.451487709394116,,Interaction,-0.214404930541588,0.487674148171945
HC Genotype x Time_235,HMDB0047745,TG 50:7,0.223740961598283,0.179101805794269,0.221237263253403,,Interaction,-0.127298577758484,0.574780500955049
HC Genotype x Time_(joint),HMDB0047745,TG 50:7,,,,0.461722464289474,Interaction,,
HC Genotype x Time_120,HMDB0042279,TG 44:2,0.47505759674727,0.293968165759167,0.11655981987706,,Interaction,-0.101120008140698,1.05123520163524
HC Genotype x Time_235,HMDB0042279,TG 44:2,0.641112511569173,0.293968165759167,0.0371650005933052,,Interaction,0.0649349066812053,1.21729011645714
HC Genotype x Time_(joint),HMDB0042279,TG 44:2,,,,0.0938967563981564,Interaction,,
HC Genotype x Time_120,HMDB0043186,TG 47:5,0.474890748342924,0.357535505414165,0.194117720385712,,Interaction,-0.225878842268839,1.17566033895469
