genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
All,HC meal,Time_360,HMDB0005385,TG 54:5,0.0383575322544201,0.0303796211588249,0.24228941269082,,Main,-0.0211865252168766,0.0979015897257168
All,HC meal,Time_(joint),HMDB0005385,TG 54:5,,,,0.24228941269082,Main,,
All,HC meal,Time_360,HMDB0010375,CE 22:5,-0.0648256413285506,0.025164339481856,0.0328151749675525,,Main,-0.114147746712988,-0.0155035359441129
All,HC meal,Time_(joint),HMDB0010375,CE 22:5,,,,0.0328151749675525,Main,,
All,HC meal,Time_360,HMDB0044720,TG 55:6,0.116512621045716,0.0448139606133774,0.031621842763007,,Main,0.0286772582434966,0.204347983847936
All,HC meal,Time_(joint),HMDB0044720,TG 55:6,,,,0.031621842763007,Main,,
All,HC meal,Time_360,HMDB0042094,TG 47:0,1.50987287674071,0.30070366021625,0.00012541027355847,,Main,0.920493702716858,2.09925205076456
All,HC meal,Time_(joint),HMDB0042094,TG 47:0,,,,0.00012541027355847,Main,,
All,HC meal,Time_360,HMDB0005377,TG 50:2,0.242923323000522,0.0699779787452678,0.00842507811393895,,Main,0.105766484659797,0.380080161341247
All,HC meal,Time_(joint),HMDB0005377,TG 50:2,,,,0.00842507811393894,Main,,
All,HC meal,Time_360,HMDB0001895,Salicylic acid,0.0425714122028498,0.0939871315983579,0.662617193751718,,Main,-0.141643365729932,0.226786190135631
All,HC meal,Time_(joint),HMDB0001895,Salicylic acid,,,,0.662617193751718,Main,,
All,HC meal,Time_360,HMDB0000610,CE 18:2,-0.0450106982880436,0.0215644830598709,0.0703169467021258,,Main,-0.0872770850853906,-0.00274431149069672
All,HC meal,Time_(joint),HMDB0000610,CE 18:2,,,,0.0703169467021258,Main,,
All,HC meal,Time_360,HMDB0044711,TG 53:4,0.190971085797726,0.0337802113675139,0.000479561162239981,,Main,0.124761871517399,0.257180300078053
All,HC meal,Time_(joint),HMDB0044711,TG 53:4,,,,0.00047956116223998,Main,,
All,HC meal,Time_360,HMDB0011705,TG 49:1,0.747612269457818,0.142979963951557,0.000794042145231376,,Main,0.467371540112767,1.02785299880287
All,HC meal,Time_(joint),HMDB0011705,TG 49:1,,,,0.000794042145231376,Main,,
All,HC meal,Time_360,HMDB0005384,TG 52:3,0.0944777067403492,0.0144982749484568,0.000184868273757702,,Main,0.066061087841374,0.122894325639325
All,HC meal,Time_(joint),HMDB0005384,TG 52:3,,,,0.000184868273757702,Main,,
All,HC meal,Time_360,HMDB0043782,TG 57:7,-0.431621367810174,0.377192664014865,0.285580183500654,,Main,-1.17091898927931,0.307676253658961
All,HC meal,Time_(joint),HMDB0043782,TG 57:7,,,,0.285580183500654,Main,,
All,HC meal,Time_360,HMDB0006736,CE 20:3,-0.141900933101912,0.0386910412382319,0.00633191935289381,,Main,-0.217735373928846,-0.066066492274977
All,HC meal,Time_(joint),HMDB0006736,CE 20:3,,,,0.00633191935289381,Main,,
All,HC meal,Time_360,HMDB0060060,CE 17:1,-0.187661632137333,0.0878560176128187,0.0651798017336684,,Main,-0.359859426658458,-0.0154638376162087
All,HC meal,Time_(joint),HMDB0060060,CE 17:1,,,,0.0651798017336684,Main,,
All,HC meal,Time_360,HMDB0005356,TG 48:0,0.739966836087277,0.140005454890807,0.000741464684603714,,Main,0.465556144501295,1.01437752767326
All,HC meal,Time_(joint),HMDB0005356,TG 48:0,,,,0.000741464684603714,Main,,
All,HC meal,Time_360,HMDB0005456,TG 56:6,0.0148567268733567,0.0247396751868536,0.564778748088278,,Main,-0.0336330364928764,0.0633464902395899
All,HC meal,Time_(joint),HMDB0005456,TG 56:6,,,,0.564778748088278,Main,,
All,HC meal,Time_360,HMDB0004610,Phytosphingosine,0.0179724634284529,0.0637251356384476,0.785078302708093,,Main,-0.106928802422904,0.14287372927981
All,HC meal,Time_(joint),HMDB0004610,Phytosphingosine,,,,0.785078302708093,Main,,
All,HC meal,Time_360,HMDB0000258,Dihexose,-0.294474389296324,0.287847760832827,0.336234280688628,,Main,-0.858656000528666,0.269707221936017
All,HC meal,Time_(joint),HMDB0000258,Dihexose,,,,0.336234280688628,Main,,
All,HC meal,Time_360,HMDB0011707,TG 51:2,0.264755761698825,0.0619550366891947,0.00271182134028279,,Main,0.143323889788003,0.386187633609646
All,HC meal,Time_(joint),HMDB0011707,TG 51:2,,,,0.00271182134028279,Main,,
All,HC meal,Time_360,HMDB0005370,TG 54:4,0.0586605590148175,0.0209450858864019,0.0231734071123478,,Main,0.0176081906774698,0.0997129273521651
All,HC meal,Time_(joint),HMDB0005370,TG 54:4,,,,0.0231734071123478,Main,,
All,HC meal,Time_360,HMDB0005471,TG 58:7_A,-0.0738315904008324,0.18197555731822,0.6955811423827,,Main,-0.430503682744543,0.282840501942878
All,HC meal,Time_(joint),HMDB0005471,TG 58:7_A,,,,0.6955811423827,Main,,
All,HC meal,Time_360,HMDB0240598,LPE P-18:0,-0.00323220193299139,0.0386386291344931,0.935388411339031,,Main,-0.0789639150365979,0.0724995111706151
All,HC meal,Time_(joint),HMDB0240598,LPE P-18:0,,,,0.935388411339031,Main,,
All,HC meal,Time_360,HMDB0044719,TG 55:5,0.145335828354759,0.0359643140797136,0.0037299757305996,,Main,0.0748457727585199,0.215825883950997
All,HC meal,Time_(joint),HMDB0044719,TG 55:5,,,,0.00372997573059959,Main,,
All,HC meal,Time_360,HMDB0011621,Cinnamoylglycine,-0.169000979935678,0.171520146495843,0.353328535670681,,Main,-0.505180467067531,0.167178507196176
All,HC meal,Time_(joint),HMDB0011621,Cinnamoylglycine,,,,0.353328535670681,Main,,
All,HC meal,Time_360,HMDB0029006,Phe-Trp,0.0229723391334519,0.0291706851494511,0.453678505578636,,Main,-0.0342022037594723,0.0801468820263762
All,HC meal,Time_(joint),HMDB0029006,Phe-Trp,,,,0.453678505578636,Main,,
All,HC meal,Time_360,HMDB0000885,CE 16:0,-0.0673045986368995,0.0339902540991465,0.0830339870643414,,Main,-0.133925496671227,-0.00068370060257239
All,HC meal,Time_(joint),HMDB0000885,CE 16:0,,,,0.0830339870643414,Main,,
All,HC meal,Time_360,HMDB0005360,TG 50:1,0.400104806327014,0.0820817098198955,0.0012329664359619,,Main,0.239224655080019,0.560984957574009
All,HC meal,Time_(joint),HMDB0005360,TG 50:1,,,,0.00123296643596191,Main,,
All,HC meal,Time_360,HMDB0006729,CE 22:4,-0.10692160526466,0.0186904843658956,0.000443704975853708,,Main,-0.143554954621815,-0.0702882559075042
All,HC meal,Time_(joint),HMDB0006729,CE 22:4,,,,0.000443704975853708,Main,,
All,HC meal,Time_360,HMDB0043058,TG 53:3,0.11429945385509,0.028346563944245,0.00377640025958346,,Main,0.0587401885243701,0.169858719185811
All,HC meal,Time_(joint),HMDB0043058,TG 53:3,,,,0.00377640025958346,Main,,
All,HC meal,Time_360,HMDB0005406,TG 56:5_A,0.0676750634910629,0.0345470149233684,0.085800320362717,,Main,-3.70857587391055e-05,0.135387212740865
All,HC meal,Time_(joint),HMDB0005406,TG 56:5_A,,,,0.085800320362717,Main,,
All,HC meal,Time_360,HMDB0042095,TG 49:0,1.07465781293749,0.206740117033296,0.000824302423792886,,Main,0.669447183552232,1.47986844232275
All,HC meal,Time_(joint),HMDB0042095,TG 49:0,,,,0.000824302423792885,Main,,
All,HC meal,Time_360,HMDB0005369,TG 52:2,0.153828996337779,0.0411414334773598,0.0057133099501097,,Main,0.0731917867221541,0.234466205953404
All,HC meal,Time_(joint),HMDB0005369,TG 52:2,,,,0.0057133099501097,Main,,
All,HC meal,Time_360,HMDB0000918,CE 18:1,-0.0740718163649301,0.0248224864357583,0.0174916867657505,,Main,-0.122723889779016,-0.0254197429508438
All,HC meal,Time_(joint),HMDB0000918,CE 18:1,,,,0.0174916867657505,Main,,
All,HC meal,Time_360,HMDB0044713,TG 55:4,0.214165510487227,0.0393999192454025,0.000619141379270963,,Main,0.136941668766238,0.291389352208216
All,HC meal,Time_(joint),HMDB0044713,TG 55:4,,,,0.000619141379270963,Main,,
All,HC meal,Time_360,HMDB0000247,Sorbitol,0.688963441747422,0.0633773955354746,4.53580813977889e-06,,Main,0.564743746497892,0.813183136996952
All,HC meal,Time_(joint),HMDB0000247,Sorbitol,,,,4.53580813977889e-06,Main,,
All,HC meal,Time_360,HMDB0042104,TG 51:1,0.523918749004685,0.10788292367166,0.00126161343978643,,Main,0.312468218608231,0.73536927940114
All,HC meal,Time_(joint),HMDB0042104,TG 51:1,,,,0.00126161343978643,Main,,
All,HC meal,Time_360,HMDB0006734,CE 20:2,-0.0409173078070068,0.0180534158519288,0.0531836315904518,,Main,-0.0763020028767873,-0.00553261273722642
All,HC meal,Time_(joint),HMDB0006734,CE 20:2,,,,0.0531836315904518,Main,,
All,HC meal,Time_360,HMDB0005405,TG 54:3,0.0750529019994131,0.0262615724337745,0.0212198407185221,,Main,0.023580220029215,0.126525583969611
All,HC meal,Time_(joint),HMDB0005405,TG 54:3,,,,0.0212198407185221,Main,,
All,HC meal,Time_360,HMDB0060059,CE 17:0,-0.13020035013966,0.0470651756722001,0.0244327065204925,,Main,-0.222448094457172,-0.0379526058221476
All,HC meal,Time_(joint),HMDB0060059,CE 17:0,,,,0.0244327065204925,Main,,
All,HC meal,Time_360,HMDB0005357,TG 50:0,0.480361758909066,0.115789415716302,0.00321523534481105,,Main,0.253414504105114,0.707309013713019
All,HC meal,Time_(joint),HMDB0005357,TG 50:0,,,,0.00321523534481105,Main,,
All,HC meal,Time_360,HMDB0062701,TG 53:2,0.150814562809406,0.0336927940720546,0.00206626574290395,,Main,0.0847766864281791,0.216852439190633
All,HC meal,Time_(joint),HMDB0062701,TG 53:2,,,,0.00206626574290395,Main,,
All,HC meal,Time_360,HMDB0005398,TG 56:4,-0.0108147695927888,0.0254408793542659,0.681971228407872,,Main,-0.0606788931271499,0.0390493539415723
All,HC meal,Time_(joint),HMDB0005398,TG 56:4,,,,0.681971228407872,Main,,
All,HC meal,Time_360,HMDB0005458,TG 58:6,-0.0710154150884787,0.0355050948844499,0.080497882305862,,Main,-0.140605401062,-0.00142542911495701
All,HC meal,Time_(joint),HMDB0005458,TG 58:6,,,,0.080497882305862,Main,,
All,HC meal,Time_360,HMDB0005367,TG 52:1,0.260650706981128,0.071846491277894,0.006705562564206,,Main,0.119831584076455,0.4014698298858
All,HC meal,Time_(joint),HMDB0005367,TG 52:1,,,,0.006705562564206,Main,,
All,HC meal,Time_360,HMDB0043127,TG 55:3,0.0748282532197146,0.0234900632134883,0.0128898079182845,,Main,0.0287877293212776,0.120868777118152
All,HC meal,Time_(joint),HMDB0043127,TG 55:3,,,,0.0128898079182845,Main,,
All,HC meal,Time_360,HMDB0031106,TG 51:0,0.500687076321987,0.116989111923703,0.00268832639720173,,Main,0.27138841695153,0.729985735692445
All,HC meal,Time_(joint),HMDB0031106,TG 51:0,,,,0.00268832639720173,Main,,
All,HC meal,Time_360,HMDB0042645,TG 58:5,0.12649500124571,0.0498128712672963,0.0347430017010205,,Main,0.0288617735618094,0.224128228929611
All,HC meal,Time_(joint),HMDB0042645,TG 58:5,,,,0.0347430017010205,Main,,
All,HC meal,Time_360,HMDB0241641,CAR 26:1,-0.0861237903121372,0.0512311973818161,0.13125418602502,,Main,-0.186536937180497,0.0142893565562224
All,HC meal,Time_(joint),HMDB0241641,CAR 26:1,,,,0.13125418602502,Main,,
All,HC meal,Time_360,HMDB0010368,CE 18:0,-0.0674330482475133,0.0301569652374725,0.0557664592274436,,Main,-0.126540700112959,-0.00832539638206725
All,HC meal,Time_(joint),HMDB0010368,CE 18:0,,,,0.0557664592274436,Main,,
All,HC meal,Time_360,HMDB0005403,TG 54:2,0.196847886849581,0.0595583875962393,0.0107762156616353,,Main,0.0801134471609517,0.31358232653821
All,HC meal,Time_(joint),HMDB0005403,TG 54:2,,,,0.0107762156616353,Main,,
All,HC meal,Time_360,HMDB0241642,CAR 26:2,0.00638940278318856,0.040381929442102,0.87820109199601,,Main,-0.0727591789233313,0.0855379844897085
All,HC meal,Time_(joint),HMDB0241642,CAR 26:2,,,,0.87820109199601,Main,,
All,HC meal,Time_360,HMDB0005193,CE 20:1,-0.0719798622403466,0.0231626712988831,0.0144984724458213,,Main,-0.117378697986157,-0.0265810264945357
All,HC meal,Time_(joint),HMDB0005193,CE 20:1,,,,0.0144984724458213,Main,,
All,HC meal,Time_360,HMDB0042482,TG 53:1,0.489462970144576,0.110430809520435,0.00219027360728903,,Main,0.273018583484524,0.705907356804627
All,HC meal,Time_(joint),HMDB0042482,TG 53:1,,,,0.00219027360728903,Main,,
All,HC meal,Time_360,HMDB0005410,TG 56:3,0.0912953813774904,0.0382722763452072,0.0441705690155883,,Main,0.0162817197408842,0.166309043014097
All,HC meal,Time_(joint),HMDB0005410,TG 56:3,,,,0.0441705690155883,Main,,
All,HC meal,Time_360,HMDB0005365,TG 52:0,0.526992869544895,0.149367681914207,0.00279242310467359,,Main,0.23423221299305,0.81975352609674
All,HC meal,Time_(joint),HMDB0005365,TG 52:0,,,,0.00279242310467359,Main,,
All,HC meal,Time_360,HMDB0043373,TG 55:2,0.279639078289302,0.0791867550719173,0.00771634417371521,,Main,0.124433038348344,0.43484511823026
All,HC meal,Time_(joint),HMDB0043373,TG 55:2,,,,0.00771634417371521,Main,,
All,HC meal,Time_360,HMDB0000784,Azelaic acid,0.0610336934646306,0.0332645114853787,0.10387034081454,,Main,-0.00416474904671166,0.126232135975973
All,HC meal,Time_(joint),HMDB0000784,Azelaic acid,,,,0.10387034081454,Main,,
All,HC meal,Time_360,HMDB0048749,TG 58:4,-0.0155288897322078,0.047259175716908,0.750901744278617,,Main,-0.108156874137347,0.0770990946729319
All,HC meal,Time_(joint),HMDB0048749,TG 58:4,,,,0.750901744278617,Main,,
All,HC meal,Time_360,HMDB0005395,TG 54:1,0.436716799670175,0.125887465729202,0.00316335697556625,,Main,0.189977366840939,0.683456232499411
All,HC meal,Time_(joint),HMDB0005395,TG 54:1,,,,0.00316335697556625,Main,,
All,HC meal,Time_360,HMDB0043380,TG 57:3,0.125452696017238,0.0820659737489534,0.164867545286993,,Main,-0.0353966125307104,0.286302004565187
All,HC meal,Time_(joint),HMDB0043380,TG 57:3,,,,0.164867545286993,Main,,
All,HC meal,Time_360,HMDB0005404,TG 56:2,0.24984484307592,0.0857594647201477,0.0194896708931705,,Main,0.0817562922244303,0.417933393927409
All,HC meal,Time_(joint),HMDB0005404,TG 56:2,,,,0.0194896708931705,Main,,
All,HC meal,Time_360,HMDB0044261,TG 58:3,0.0742929437037986,0.0727214323246834,0.336862412565129,,Main,-0.068241063652581,0.216826951060178
All,HC meal,Time_(joint),HMDB0044261,TG 58:3,,,,0.336862412565129,Main,,
All,HC meal,Time_360,HMDB0031404,Cyclohexylamine,-0.00678470669353675,0.0754787345764645,0.930585184327063,,Main,-0.154723026463407,0.141153613076334
All,HC meal,Time_(joint),HMDB0031404,Cyclohexylamine,,,,0.930585184327063,Main,,
All,HC meal,Time_360,HMDB0010372,CE 22:1,0.0151957805039507,0.0349507974410301,0.675214551860225,,Main,-0.0533077824804683,0.0836993434883696
All,HC meal,Time_(joint),HMDB0010372,CE 22:1,,,,0.675214551860225,Main,,
All,HC meal,Time_360,HMDB0005393,TG 54:0,0.601590125062517,0.159147068073259,0.00164021517600926,,Main,0.28966187163893,0.913518378486103
All,HC meal,Time_(joint),HMDB0005393,TG 54:0,,,,0.00164021517600926,Main,,
All,HC meal,Time_360,HMDB0011221,PC P-36:4,-0.322451644737413,0.0817571252313926,0.0042717237376294,,Main,-0.482695610190942,-0.162207679283883
All,HC meal,Time_(joint),HMDB0011221,PC P-36:4,,,,0.0042717237376294,Main,,
All,HC meal,Time_360,HMDB0043375,TG 57:2,0.360982747378802,0.136789570013894,0.0297611497790912,,Main,0.0928751901515704,0.629090304606034
All,HC meal,Time_(joint),HMDB0043375,TG 57:2,,,,0.0297611497790912,Main,,
All,HC meal,Time_360,HMDB0008260,PC P-36:5,-0.0557006619168708,0.0391306364641,0.192412691353383,,Main,-0.132396709386507,0.0209953855527651
All,HC meal,Time_(joint),HMDB0008260,PC P-36:5,,,,0.192412691353383,Main,,
All,HC meal,Time_360,HMDB0011252,PC P-38:3,0.127881715831312,0.0606660990933748,0.0680890836988506,,Main,0.00897616160829762,0.246787270054327
All,HC meal,Time_(joint),HMDB0011252,PC P-38:3,,,,0.0680890836988506,Main,,
All,HC meal,Time_360,HMDB0005396,TG 56:1,0.505952029612052,0.137521688608412,0.00622748838791909,,Main,0.236409519939565,0.775494539284538
All,HC meal,Time_(joint),HMDB0005396,TG 56:1,,,,0.00622748838791909,Main,,
All,HC meal,Time_360,HMDB0000197,Indoleacetic acid,0.0497561673445135,0.0284211827442471,0.118111976249842,,Main,-0.00594935083421078,0.105461685523238
All,HC meal,Time_(joint),HMDB0000197,Indoleacetic acid,,,,0.118111976249842,Main,,
All,HC meal,Time_360,HMDB0044121,TG 58:2,0.209955667827873,0.106024533088975,0.0830158798528222,,Main,0.0021475829734818,0.417763752682265
All,HC meal,Time_(joint),HMDB0044121,TG 58:2,,,,0.0830158798528222,Main,,
All,HC meal,Time_360,HMDB0049905,TG 60:3,0.0777743801690844,0.0808358811796385,0.36416120445139,,Main,-0.0806639469430071,0.236212707281176
All,HC meal,Time_(joint),HMDB0049905,TG 60:3,,,,0.36416120445139,Main,,
All,HC meal,Time_360,HMDB0050322,TG 59:2,0.447803788269476,0.162050760996487,0.0245472516605448,,Main,0.130184296716362,0.76542327982259
All,HC meal,Time_(joint),HMDB0050322,TG 59:2,,,,0.0245472516605448,Main,,
All,HC meal,Time_360,HMDB0043925,TG 58:1,0.495091269164437,0.13659200095248,0.0067375366068576,,Main,0.227370947297577,0.762811591031297
All,HC meal,Time_(joint),HMDB0043925,TG 58:1,,,,0.0067375366068576,Main,,
All,HC meal,Time_360,HMDB0005065,CAR 18:1,-0.191994203768259,0.141774133954684,0.212672225313491,,Main,-0.469871506319439,0.0858830987829215
All,HC meal,Time_(joint),HMDB0005065,CAR 18:1,,,,0.212672225313491,Main,,
All,HC meal,Time_360,HMDB0007938,PC 33:1,0.0397066118485188,0.0502697853554308,0.452377761551074,,Main,-0.0588221674481255,0.138235391145163
All,HC meal,Time_(joint),HMDB0007938,PC 33:1,,,,0.452377761551074,Main,,
All,HC meal,Time_360,HMDB0045053,TG 60:2,0.28547150994661,0.108346418178254,0.0299539755048181,,Main,0.0731125303172324,0.497830489575988
All,HC meal,Time_(joint),HMDB0045053,TG 60:2,,,,0.0299539755048181,Main,,
All,HC meal,Time_360,HMDB0007935,PC 31:0,0.0205146996195352,0.0684612802168636,0.77207892015448,,Main,-0.113669409605518,0.154698808844588
All,HC meal,Time_(joint),HMDB0007935,PC 31:0,,,,0.77207892015448,Main,,
All,HC meal,Time_360,HMDB0062517,CAR 15:0,-0.108128084057929,0.0706119506408249,0.164229364281542,,Main,-0.246527507313945,0.0302713391980882
All,HC meal,Time_(joint),HMDB0062517,CAR 15:0,,,,0.164229364281542,Main,,
All,HC meal,Time_360,HMDB0241436,CAR 15:1,-0.0191979729757021,0.0294609164936998,0.53290137395719,,Main,-0.0769413693033537,0.0385454233519494
All,HC meal,Time_(joint),HMDB0241436,CAR 15:1,,,,0.53290137395719,Main,,
All,HC meal,Time_360,HMDB0002014,CAR 14:1,-0.00469670339189242,0.0276778686169196,0.869465194636948,,Main,-0.0589453258810548,0.04955191909727
All,HC meal,Time_(joint),HMDB0002014,CAR 14:1,,,,0.869465194636948,Main,,
All,HC meal,Time_360,HMDB0013331,CAR 14:2,-0.0512345035854595,0.0358551537896517,0.190884669898675,,Main,-0.121510605013177,0.0190415978422579
All,HC meal,Time_(joint),HMDB0013331,CAR 14:2,,,,0.190884669898675,Main,,
All,HC meal,Time_360,HMDB0241309,CAR 13:1,-0.0302290106683986,0.0274652798285387,0.303070826051496,,Main,-0.0840609591323344,0.0236029377955372
All,HC meal,Time_(joint),HMDB0241309,CAR 13:1,,,,0.303070826051496,Main,,
All,HC meal,Time_360,HMDB0240611,SM 18:1;O2/21:0,0.546411469818774,0.130258407307487,0.00301777479679123,,Main,0.291104991496099,0.801717948141448
All,HC meal,Time_(joint),HMDB0240611,SM 18:1;O2/21:0,,,,0.00301777479679123,Main,,
All,HC meal,Time_360,HMDB0240669,SM 18:1;O2/22:2,0.0535394321081636,0.0486265336348209,0.302903865664291,,Main,-0.0417685738160854,0.148847438032413
All,HC meal,Time_(joint),HMDB0240669,SM 18:1;O2/22:2,,,,0.302903865664291,Main,,
All,HC meal,Time_360,HMDB0000696,Methionine,-0.942895482453859,0.421480806014799,0.0556766462973392,,Main,-1.76899786224287,-0.116793102664852
All,HC meal,Time_(joint),HMDB0000696,Methionine,,,,0.0556766462973392,Main,,
All,HC meal,Time_360,HMDB0005015,Gabapentin,0.0939040607145627,0.0911835213088041,0.333213902882813,,Main,-0.0848156410506933,0.272623762479819
All,HC meal,Time_(joint),HMDB0005015,Gabapentin,,,,0.333213902882813,Main,,
All,HC meal,Time_360,HMDB0062737,CAR 11:1,0.0441510263260406,0.0193929955372853,0.0523444649428075,,Main,0.00614075507296136,0.0821612975791198
All,HC meal,Time_(joint),HMDB0062737,CAR 11:1,,,,0.0523444649428075,Main,,
All,HC meal,Time_360,HMDB0240608,SM 18:1;O2/15:0,-0.000709351850616318,0.00526968628372445,0.896245363393543,,Main,-0.0110379369667162,0.0096192332654836
All,HC meal,Time_(joint),HMDB0240608,SM 18:1;O2/15:0,,,,0.896245363393543,Main,,
All,HC meal,Time_360,HMDB0013288,CAR 9:0,0.106073626844753,0.0557280515758687,0.0934748342206768,,Main,-0.00315335424394922,0.215300607933456
All,HC meal,Time_(joint),HMDB0013288,CAR 9:0,,,,0.0934748342206768,Main,,
All,HC meal,Time_360,HMDB0240612,SM 18:1;O2/14:1,0.0134062214578374,0.0187310165355787,0.494519508924674,,Main,-0.0233065709518969,0.0501190138675716
All,HC meal,Time_(joint),HMDB0240612,SM 18:1;O2/14:1,,,,0.494519508924674,Main,,
All,HC meal,Time_360,HMDB0241744,CAR 9:1,-0.0517804336809478,0.0199922291501064,0.0321117102566096,,Main,-0.0909652028151564,-0.0125956645467392
All,HC meal,Time_(joint),HMDB0241744,CAR 9:1,,,,0.0321117102566096,Main,,
All,HC meal,Time_360,HMDB0001954,3-Hydroxyoctanoic acid,0.111079756653772,0.0911202864127556,0.257549086626618,,Main,-0.0675160047152291,0.289675518022773
