genotype,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,Time_120,HMDB0061652,3-Hydroxyhexanoic acid,-0.0434834627121813,0.0659340656301764,0.518955889432937,,Main,-0.172714231347327,0.0857473059229645
HC genotype,Time_235,HMDB0061652,3-Hydroxyhexanoic acid,-0.241633272710388,0.0659340656301764,0.0020924009796431,,Main,-0.370864041345534,-0.112402504075242
HC genotype,Time_(joint),HMDB0061652,3-Hydroxyhexanoic acid,,,,0.00470455368509335,Main,,
HC genotype,Time_120,HMDB0008621,PC P-40:3,0.0165441188918955,0.0248927849480077,0.51576209542614,,Main,-0.0322457396061997,0.0653339773899906
HC genotype,Time_235,HMDB0008621,PC P-40:3,0.0517039644147604,0.0248927849480077,0.0542617517663289,,Main,0.00291410591666527,0.100493822912855
HC genotype,Time_(joint),HMDB0008621,PC P-40:3,,,,0.137664895766547,Main,,
HC genotype,Time_120,HMDB0004952,Cer 40:1;O2,0.000524585739139309,0.019541433871648,0.978915503131386,,Main,-0.0377766246492908,0.0388257961275694
HC genotype,Time_235,HMDB0004952,Cer 40:1;O2,-0.00614376995677316,0.019541433871648,0.757281937730142,,Main,-0.0444449803452032,0.0321574404316569
HC genotype,Time_(joint),HMDB0004952,Cer 40:1;O2,,,,0.930826888757535,Main,,
HC genotype,Time_120,HMDB0007216,DG 36:1,0.219477658482936,0.0477496756200083,0.000297950504788312,,Main,0.12588829426772,0.313067022698153
HC genotype,Time_235,HMDB0007216,DG 36:1,0.434955362595381,0.0477496756200083,9.89891765124077e-08,,Main,0.341365998380165,0.528544726810597
HC genotype,Time_(joint),HMDB0007216,DG 36:1,,,,4.66299736537181e-07,Main,,
HC genotype,Time_120,HMDB0013451,PC P-42:4 or PC O-42:5,0.00471169753884534,0.020369962903951,0.820009023551841,,Main,-0.0352134297528987,0.0446368248305894
HC genotype,Time_235,HMDB0013451,PC P-42:4 or PC O-42:5,0.0392288398640451,0.020369962903951,0.0720869469503333,,Main,-0.000696287427698943,0.0791539671557892
HC genotype,Time_(joint),HMDB0013451,PC P-42:4 or PC O-42:5,,,,0.141938513507454,Main,,
HC genotype,Time_120,HMDB0004953,Cer 42:2;O2_A,0.0144386272479573,0.0217061560330291,0.515406443552733,,Main,-0.0281054385767797,0.0569826930726944
HC genotype,Time_235,HMDB0004953,Cer 42:2;O2_A,-0.0138390364693849,0.0217061560330291,0.532776747370468,,Main,-0.056383102294122,0.0287050293553521
HC genotype,Time_(joint),HMDB0004953,Cer 42:2;O2_A,,,,0.446357173742862,Main,,
HC genotype,Time_120,HMDB0011699,SM 43:2;O2,-0.00309437720491664,0.0197597797793367,0.877519236465029,,Main,-0.0418235455724166,0.0356347911625833
HC genotype,Time_235,HMDB0011699,SM 43:2;O2,0.012488328184516,0.0197597797793367,0.536308966995001,,Main,-0.026240840182984,0.0512174965520159
HC genotype,Time_(joint),HMDB0011699,SM 43:2;O2,,,,0.710890287368163,Main,,
HC genotype,Time_120,HMDB0008053,PC 40:2,-0.00621064591992747,0.0212404239616122,0.773740391895284,,Main,-0.0478418768846874,0.0354205850448325
HC genotype,Time_235,HMDB0008053,PC 40:2,0.0263155402669499,0.0212404239616122,0.233236952019516,,Main,-0.01531569069781,0.0679467712317099
HC genotype,Time_(joint),HMDB0008053,PC 40:2,,,,0.294249755049871,Main,,
HC genotype,Time_120,HMDB0013417,PC O-36:0,0.0355091767949249,0.037849676618767,0.36210775140855,,Main,-0.0386761893778584,0.109694542967708
HC genotype,Time_235,HMDB0013417,PC O-36:0,0.112917812490135,0.037849676618767,0.00877956051778841,,Main,0.0387324463173516,0.187103178662918
HC genotype,Time_(joint),HMDB0013417,PC O-36:0,,,,0.0255153538852961,Main,,
HC genotype,Time_120,HMDB0012105,SM 41:1;O2,-0.00717845138588768,0.0184427782200516,0.702238762251605,,Main,-0.0433262966971888,0.0289693939254134
HC genotype,Time_235,HMDB0012105,SM 41:1;O2,0.0151674775182661,0.0184427782200516,0.422932643157901,,Main,-0.020980367793035,0.0513153228295672
HC genotype,Time_(joint),HMDB0012105,SM 41:1;O2,,,,0.481486151670732,Main,,
HC genotype,Time_120,HMDB0062179,AICAR,-0.0332426390515843,0.147724913483052,0.824804271768982,,Main,-0.322783469478367,0.256298191375199
HC genotype,Time_235,HMDB0062179,AICAR,-0.291655627944352,0.147724913483052,0.0658663956236718,,Main,-0.581196458371135,-0.00211479751756949
HC genotype,Time_(joint),HMDB0062179,AICAR,,,,0.128776658150893,Main,,
HC genotype,Time_120,HMDB0011765,Cer 40:0;O2,0.0112917830701832,0.0258476168952435,0.668051512285613,,Main,-0.039369546044494,0.0619531121848605
HC genotype,Time_235,HMDB0011765,Cer 40:0;O2,0.113584177666949,0.0258476168952435,0.0004524939350999,,Main,0.0629228485522714,0.164245506781626
HC genotype,Time_(joint),HMDB0011765,Cer 40:0;O2,,,,0.000733277533648656,Main,,
HC genotype,Time_120,HMDB0013448,PC O-42:4,-0.00980704202340986,0.0218488119715809,0.659552925066652,,Main,-0.0526307134877085,0.0330166294408887
HC genotype,Time_235,HMDB0013448,PC O-42:4,0.0210678641208796,0.0218488119715809,0.349265982764971,,Main,-0.021755807343419,0.0638915355851782
HC genotype,Time_(joint),HMDB0013448,PC O-42:4,,,,0.375255353703432,Main,,
HC genotype,Time_120,HMDB0013450,PC P-44:5 or PC O-44:6_A,-0.000102032213247033,0.0212344626449275,0.996225557062645,,Main,-0.0417215789973049,0.0415175145708108
HC genotype,Time_235,HMDB0013450,PC P-44:5 or PC O-44:6_A,0.0235174301554291,0.0212344626449275,0.284444981775202,,Main,-0.0181021166286288,0.065136976939487
HC genotype,Time_(joint),HMDB0013450,PC P-44:5 or PC O-44:6_A,,,,0.457577684779647,Main,,
HC genotype,Time_120,HMDB0000950,Cer 41:1;O2,-0.000310487414972748,0.015508625971631,0.984274717243931,,Main,-0.0307073943193696,0.0300864194894241
HC genotype,Time_235,HMDB0000950,Cer 41:1;O2,0.0075290349818156,0.015508625971631,0.633920909343652,,Main,-0.0228678719225812,0.0379259418862124
HC genotype,Time_(joint),HMDB0000950,Cer 41:1;O2,,,,0.850258932017662,Main,,
HC genotype,Time_120,HMDB0007820,DG 38:1,-0.0115317626931611,0.0371146990906423,0.760035110885445,,Main,-0.0842765729108201,0.0612130475244979
HC genotype,Time_235,HMDB0007820,DG 38:1,-0.0119033798156056,0.0371146990906423,0.752574381824974,,Main,-0.0846481900332646,0.0608414304020534
HC genotype,Time_(joint),HMDB0007820,DG 38:1,,,,0.935920433279162,Main,,
HC genotype,Time_120,HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,0.0947637732391142,0.0604511835804935,0.136535004623768,,Main,-0.023720546578653,0.213248093056881
HC genotype,Time_235,HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,0.0247705636937347,0.0604511835804935,0.687414683395063,,Main,-0.0937137561240325,0.143254883511502
HC genotype,Time_(joint),HMDB0242140,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,,,,0.294210646306665,Main,,
HC genotype,Time_120,HMDB0056036,DG 36:0,0.0334227844614369,0.0892086825168559,0.712833895703136,,Main,-0.141426233271601,0.208271802194474
HC genotype,Time_235,HMDB0056036,DG 36:0,0.107413964408081,0.0892086825168559,0.246071645736912,,Main,-0.0674350533249566,0.282262982141118
HC genotype,Time_(joint),HMDB0056036,DG 36:0,,,,0.484103775215,Main,,
HC genotype,Time_120,HMDB0011697,SM 42:1;O2,0.0135183748367546,0.0192399685641466,0.492389778747188,,Main,-0.0241919635489727,0.0512287132224819
HC genotype,Time_235,HMDB0011697,SM 42:1;O2,0.0315694728240541,0.0192399685641466,0.120341164653061,,Main,-0.00614086556167321,0.0692798112097814
HC genotype,Time_(joint),HMDB0011697,SM 42:1;O2,,,,0.28590253603291,Main,,
HC genotype,Time_120,HMDB0013461,SM 44:2;O2,0.00818558982172735,0.0206478597930117,0.697019341919671,,Main,-0.0322842153725756,0.0486553950160303
HC genotype,Time_235,HMDB0013461,SM 44:2;O2,0.0169156502655277,0.0206478597930117,0.424682289501924,,Main,-0.0235541549287752,0.0573854554598307
HC genotype,Time_(joint),HMDB0013461,SM 44:2;O2,,,,0.719754849023791,Main,,
HC genotype,Time_120,HMDB0011767,Cer 41:0;O2,0.0042188131561951,0.0278991764070341,0.881695152010911,,Main,-0.0504635726015918,0.0589011989139819
HC genotype,Time_235,HMDB0011767,Cer 41:0;O2,0.124746369143756,0.0278991764070341,0.000385759366073519,,Main,0.0700639833859696,0.179428754901543
HC genotype,Time_(joint),HMDB0011767,Cer 41:0;O2,,,,0.00046207575733831,Main,,
HC genotype,Time_120,HMDB0007993,PC 40:1,0.0210942045360955,0.0308434340007028,0.503816102834673,,Main,-0.039358926105282,0.081547335177473
HC genotype,Time_235,HMDB0007993,PC 40:1,0.031362981235428,0.0308434340007028,0.324357904516517,,Main,-0.0290901494059495,0.0918161118768055
HC genotype,Time_(joint),HMDB0007993,PC 40:1,,,,0.594383798176202,Main,,
HC genotype,Time_120,HMDB0004956,Cer 42:1;O2,-0.000895599211364037,0.0150468124468565,0.953274341520691,,Main,-0.0303873516072027,0.0285961531844746
HC genotype,Time_235,HMDB0004956,Cer 42:1;O2,0.00267224505321315,0.0150468124468565,0.861269617552983,,Main,-0.0268195073426255,0.0321639974490518
HC genotype,Time_(joint),HMDB0004956,Cer 42:1;O2,,,,0.970078854434029,Main,,
HC genotype,Time_120,HMDB0013456,PC P-44:4 or PC O-44:5,0.00272677104917986,0.0199120835164934,0.892786173891569,,Main,-0.0363009126431473,0.041754454741507
HC genotype,Time_235,HMDB0013456,PC P-44:4 or PC O-44:5,0.0315960175832105,0.0199120835164934,0.132126519176808,,Main,-0.00743166610911668,0.0706237012755376
HC genotype,Time_(joint),HMDB0013456,PC P-44:4 or PC O-44:5,,,,0.243260460759691,Main,,
HC genotype,Time_120,HMDB0240674,SM 43:1;O2,-0.00946727657123524,0.0193912037127778,0.632013642074578,,Main,-0.0474740358482797,0.0285394827058092
HC genotype,Time_235,HMDB0240674,SM 43:1;O2,0.018307382298807,0.0193912037127778,0.359154103161801,,Main,-0.0196993769782375,0.0563141415758515
HC genotype,Time_(joint),HMDB0240674,SM 43:1;O2,,,,0.369428693724378,Main,,
HC genotype,Time_120,HMDB0008125,PC 42:2,-0.0227406123862717,0.0209417622854585,0.29361445791465,,Main,-0.0637864664657703,0.0183052416932268
HC genotype,Time_235,HMDB0008125,PC 42:2,0.0224207000249035,0.0209417622854585,0.300224920599801,,Main,-0.0186251540545951,0.0634665541044021
HC genotype,Time_(joint),HMDB0008125,PC 42:2,,,,0.129864238747083,Main,,
HC genotype,Time_120,HMDB0008421,PC 44:4,-0.0388600125197118,0.0279049171332618,0.182796364972231,,Main,-0.093553650100905,0.0158336250614814
HC genotype,Time_235,HMDB0008421,PC 44:4,0.0113442743736654,0.0279049171332618,0.689736844427576,,Main,-0.0433493632075278,0.0660379119548586
HC genotype,Time_(joint),HMDB0008421,PC 44:4,,,,0.200374972170375,Main,,
HC genotype,Time_120,HMDB0013408,PC O-38:0,0.0215010594353512,0.0461332723160079,0.647451590566001,,Main,-0.0689201543040244,0.111922273174727
HC genotype,Time_235,HMDB0013408,PC O-38:0,0.110845100987317,0.0461332723160079,0.0287634319020553,,Main,0.0204238872479418,0.201266314726693
HC genotype,Time_(joint),HMDB0013408,PC O-38:0,,,,0.0655299144705018,Main,,
HC genotype,Time_120,HMDB0011768,Cer 42:0;O2,-0.0149747902148258,0.0320495776326243,0.646629312292318,,Main,-0.0777919623747694,0.0478423819451178
HC genotype,Time_235,HMDB0011768,Cer 42:0;O2,0.0868829921836191,0.0320495776326243,0.0154238670908742,,Main,0.0240658200236755,0.149700164343563
HC genotype,Time_(joint),HMDB0011768,Cer 42:0;O2,,,,0.0121139916705265,Main,,
HC genotype,Time_120,HMDB0047885,TG 42:3,2.45186685419642,0.217823351655485,5.16927955807428e-09,,Main,2.02493308495167,2.87880062344117
HC genotype,Time_235,HMDB0047885,TG 42:3,2.53572962362757,0.217823351655485,3.18984403166934e-09,,Main,2.10879585438282,2.96266339287232
HC genotype,Time_(joint),HMDB0047885,TG 42:3,,,,2.43380666502823e-09,Main,,
HC genotype,Time_120,HMDB0004957,Cer 43:1;O2,0.00237717782536593,0.0174124524214224,0.893111906303873,,Main,-0.0317512289206219,0.0365055845713538
HC genotype,Time_235,HMDB0004957,Cer 43:1;O2,0.00782549279775271,0.0174124524214224,0.659157432644455,,Main,-0.0263029139482351,0.0419538995437405
HC genotype,Time_(joint),HMDB0004957,Cer 43:1;O2,,,,0.89989676004725,Main,,
HC genotype,Time_120,HMDB0011686,P-Cresol glucuronide,-0.170878570492583,0.104004820021473,0.119889654716106,,Main,-0.37472801773467,0.0329708767495045
HC genotype,Time_235,HMDB0011686,P-Cresol glucuronide,-0.053552379436448,0.104004820021473,0.613660714456247,,Main,-0.257401826678535,0.150297067805639
HC genotype,Time_(joint),HMDB0011686,P-Cresol glucuronide,,,,0.272350736765296,Main,,
HC genotype,Time_120,HMDB0007992,PC 40:0,0.0404124188342208,0.133199888317457,0.765497018250035,,Main,-0.220659362267995,0.301484199936437
HC genotype,Time_235,HMDB0007992,PC 40:0,0.109887105172574,0.133199888317457,0.421513438835489,,Main,-0.151184675929642,0.370958886274789
HC genotype,Time_(joint),HMDB0007992,PC 40:0,,,,0.711156114168846,Main,,
HC genotype,Time_120,HMDB0013433,PC O-40:1,-0.0523930347849863,0.0394826854417713,0.203139817520198,,Main,-0.129779098250858,0.0249930286808855
HC genotype,Time_235,HMDB0013433,PC O-40:1,0.0377906331095795,0.0394826854417713,0.352734487045813,,Main,-0.0395954303562922,0.115176696575451
HC genotype,Time_(joint),HMDB0013433,PC O-40:1,,,,0.102798649334888,Main,,
HC genotype,Time_120,HMDB0003282,1-Methylguanine,-0.00447842383683887,0.0173570731717483,0.799682997854689,,Main,-0.0384982872534655,0.0295414395797877
HC genotype,Time_235,HMDB0003282,1-Methylguanine,0.00104048399710166,0.0173570731717483,0.952941157104352,,Main,-0.0329793794195249,0.0350603474137283
HC genotype,Time_(joint),HMDB0003282,1-Methylguanine,,,,0.944701542470688,Main,,
HC genotype,Time_120,HMDB0013438,PC P-42:1 or PC O-42:2_A,0.0265619100104661,0.0244046989169314,0.292544815640448,,Main,-0.0212712998667194,0.0743951198876515
HC genotype,Time_235,HMDB0013438,PC P-42:1 or PC O-42:2_A,0.0283676196731012,0.0244046989169314,0.262125121566467,,Main,-0.0194655902040842,0.0762008295502867
HC genotype,Time_(joint),HMDB0013438,PC P-42:1 or PC O-42:2_A,,,,0.447017166655833,Main,,
HC genotype,Time_120,HMDB0011698,SM 44:1;O2,0.00174623065182631,0.0255184154181143,0.94629106583576,,Main,-0.0482698635676777,0.0517623248713303
HC genotype,Time_235,HMDB0011698,SM 44:1;O2,-0.00152310597418483,0.0255184154181143,0.953144439636519,,Main,-0.0515392001936889,0.0484929882453192
HC genotype,Time_(joint),HMDB0011698,SM 44:1;O2,,,,0.991818180923214,Main,,
HC genotype,Time_120,HMDB0042278,TG 42:2,3.44610179066471,0.509918222583594,4.59649182469339e-06,,Main,2.44666207440086,4.44554150692855
HC genotype,Time_235,HMDB0042278,TG 42:2,3.55487896179681,0.509918222583594,3.1497516985885e-06,,Main,2.55543924553296,4.55431867806065
HC genotype,Time_(joint),HMDB0042278,TG 42:2,,,,2.86577116581025e-06,Main,,
HC genotype,Time_120,HMDB0008059,PC 42:1,-0.0380359341722642,0.0281011793752915,0.194698483398699,,Main,-0.0931142457478356,0.0170423774033071
HC genotype,Time_235,HMDB0008059,PC 42:1,0.0593561603730141,0.0281011793752915,0.0507402292548305,,Main,0.00427784879744274,0.114434471948585
HC genotype,Time_(joint),HMDB0008059,PC 42:1,,,,0.0107287180341392,Main,,
HC genotype,Time_120,HMDB0011264,PC P-42:1 or PC O-42:2_B,0.00373091952900636,0.0343946411196205,0.914968520398665,,Main,-0.0636825770654498,0.0711444161234625
HC genotype,Time_235,HMDB0011264,PC P-42:1 or PC O-42:2_B,0.0323201306925175,0.0343946411196205,0.361350009214896,,Main,-0.0350933659019386,0.0997336272869737
HC genotype,Time_(joint),HMDB0011264,PC P-42:1 or PC O-42:2_B,,,,0.599395276307073,Main,,
HC genotype,Time_120,HMDB0000703,Mandelic acid,-0.097002365196638,0.0773553495165872,0.227860293809594,,Main,-0.248618850249149,0.054614119855873
HC genotype,Time_235,HMDB0000703,Mandelic acid,-0.0680659604159991,0.0773553495165872,0.391931323072735,,Main,-0.21968244546851,0.0835505246365119
HC genotype,Time_(joint),HMDB0000703,Mandelic acid,,,,0.454436792205565,Main,,
HC genotype,Time_120,HMDB0004955,Cer 44:1;O2,-0.0117118805683562,0.0232484310668868,0.621287803810623,,Main,-0.0572788054594544,0.033855044322742
HC genotype,Time_235,HMDB0004955,Cer 44:1;O2,0.0209971111942936,0.0232484310668868,0.379836471458106,,Main,-0.0245698136968046,0.0665640360853918
HC genotype,Time_(joint),HMDB0004955,Cer 44:1;O2,,,,0.38413757978691,Main,,
HC genotype,Time_120,HMDB0047908,TG 44:3,2.3116231196904,0.241214077386112,4.94991492818336e-08,,Main,1.83884352801362,2.78440271136718
HC genotype,Time_235,HMDB0047908,TG 44:3,2.47790894927061,0.241214077386112,1.88679924984912e-08,,Main,2.00512935759383,2.95068854094739
HC genotype,Time_(joint),HMDB0047908,TG 44:3,,,,1.87646131212772e-08,Main,,
HC genotype,Time_120,HMDB0013421,PC O-40:0,-0.0464078762485311,0.0352919922334243,0.207056263258564,,Main,-0.115580181026043,0.0227644285289805
HC genotype,Time_235,HMDB0013421,PC O-40:0,0.0906104667779141,0.0352919922334243,0.0206606570135648,,Main,0.0214381620004025,0.159782771555426
HC genotype,Time_(joint),HMDB0013421,PC O-40:0,,,,0.00432407367735392,Main,,
HC genotype,Time_120,HMDB0099325,TG 40:0,2.77005096015302,0.257854600512349,1.00475205302706e-08,,Main,2.26465594314882,3.27544597715723
HC genotype,Time_235,HMDB0099325,TG 40:0,2.75084016703231,0.257854600512349,1.10871001698909e-08,,Main,2.2454451500281,3.25623518403651
HC genotype,Time_(joint),HMDB0099325,TG 40:0,,,,6.51166857012842e-09,Main,,
HC genotype,Time_120,HMDB0043169,TG 43:2,2.69986188604075,0.315849120791426,2.32357593744689e-07,,Main,2.08079760928956,3.31892616279195
HC genotype,Time_235,HMDB0043169,TG 43:2,2.83291599045878,0.315849120791426,1.22029115052518e-07,,Main,2.21385171370758,3.45198026720997
HC genotype,Time_(joint),HMDB0043169,TG 43:2,,,,1.10753103796321e-07,Main,,
HC genotype,Time_120,HMDB0042548,TG 46:4,1.69434353146893,0.177960976702201,5.41498322234352e-08,,Main,1.34554001713262,2.04314704580525
HC genotype,Time_235,HMDB0042548,TG 46:4,1.91355956890859,0.177960976702201,9.91593246931196e-09,,Main,1.56475605457227,2.2623630832449
HC genotype,Time_(joint),HMDB0042548,TG 46:4,,,,1.32132903443895e-08,Main,,
HC genotype,Time_120,HMDB0042068,TG 42:1,2.53722270120155,0.353990762517542,2.23774464518941e-06,,Main,1.84340080666716,3.23104459573593
HC genotype,Time_235,HMDB0042068,TG 42:1,2.67275180949652,0.353990762517542,1.164862855401e-06,,Main,1.97892991496214,3.3665737040309
HC genotype,Time_(joint),HMDB0042068,TG 42:1,,,,1.15678586855556e-06,Main,,
HC genotype,Time_120,HMDB0013434,PC O-42:1,0.0950923149179224,0.033113533648454,0.0110719768871102,,Main,0.0301897889669525,0.159994840868892
HC genotype,Time_235,HMDB0013434,PC O-42:1,0.144752587118593,0.033113533648454,0.000474616569313788,,Main,0.0798500611676226,0.209655113069562
HC genotype,Time_(joint),HMDB0013434,PC O-42:1,,,,0.00161454863737146,Main,,
HC genotype,Time_120,HMDB0042789,TG 48:5,1.00356475200076,0.115378324287836,1.8427248352998e-07,,Main,0.777423236396605,1.22970626760492
HC genotype,Time_235,HMDB0042789,TG 48:5,1.24207807260373,0.115378324287836,9.75317627342812e-09,,Main,1.01593655699957,1.46821958820789
HC genotype,Time_(joint),HMDB0042789,TG 48:5,,,,2.01906306039286e-08,Main,,
HC genotype,Time_120,HMDB0004824,"N2,N2-Dimethylguanosine",-0.0301864264523441,0.0226554853500961,0.201391861189651,,Main,-0.0745911777385325,0.0142183248338442
HC genotype,Time_235,HMDB0004824,"N2,N2-Dimethylguanosine",-0.00801646497837833,0.0226554853500961,0.728076883261433,,Main,-0.0524212162645667,0.03638828630781
HC genotype,Time_(joint),HMDB0004824,"N2,N2-Dimethylguanosine",,,,0.406522680426915,Main,,
HC genotype,Time_120,HMDB0072022,TG 41:0,3.6490486221591,0.43205804779712,2.72525332695067e-07,,Main,2.80221484847675,4.49588239584146
HC genotype,Time_235,HMDB0072022,TG 41:0,3.62455358457112,0.43205804779712,2.97890147631737e-07,,Main,2.77771981088877,4.47138735825347
HC genotype,Time_(joint),HMDB0072022,TG 41:0,,,,1.9360021410083e-07,Main,,
HC genotype,Time_120,HMDB0000840,Salicyluric acid,0.0404283339687875,0.085299298823693,0.641932539863824,,Main,-0.126758291725651,0.207614959663226
HC genotype,Time_235,HMDB0000840,Salicyluric acid,-0.207166314991101,0.085299298823693,0.0273112761596281,,Main,-0.374352940685539,-0.0399796892966625
HC genotype,Time_(joint),HMDB0000840,Salicyluric acid,,,,0.0225744840468009,Main,,
