Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome,model
Genotype_HC Genotype_ x time235,0.0084424528398025,0.0257295622939312,0.745098107285806,,,Interaction,-0.0419874892563026,0.0588723949359076,HMDB0000063,"0 (0, 0.1)",0.745,0.745,,Cortisol,bmi
Genotype_(joint),,,,0.318620022756864,0.586228626768554,Main,,,HMDB0000063,"NA (NA, NA)",,,0.586,Cortisol,bmi
Genotype_ x time(joint),,,,0.101023073132568,0.904218355405281,Interaction,,,HMDB0000063,"NA (NA, NA)",,,0.904,Cortisol,bmi
Genotype_HC Genotype_,0.0139104260378637,0.0318405997320531,0.668065556960688,,,Main,-0.0484971494369604,0.0763180015126878,HMDB0000063,"0 (0, 0.1)",0.668,0.668,,Cortisol,primary
Genotype_HC Genotype_ x time120,-0.00262429959750015,0.0257295621684987,0.91943894110683,,,Interaction,-0.0530542414477576,0.0478056422527573,HMDB0000063,"0 (-0.1, 0)",0.919,0.919,,Cortisol,primary
Genotype_HC Genotype_ x time235,0.00844245283980576,0.0257295621684987,0.745098106071042,,,Interaction,-0.0419874890104517,0.0588723946900633,HMDB0000063,"0 (0, 0.1)",0.745,0.745,,Cortisol,primary
Genotype_(joint),,,,0.316731164838848,0.585973902393353,Main,,,HMDB0000063,"NA (NA, NA)",,,0.586,Cortisol,primary
Genotype_ x time(joint),,,,0.101023074117657,0.904218354518182,Interaction,,,HMDB0000063,"NA (NA, NA)",,,0.904,Cortisol,primary
Genotype_HC Genotype_,0.0883478055245806,0.167406606100302,0.607633788470657,,,Main,-0.239769142432012,0.416464753481173,HMDB0002802,"0.1 (-0.2, 0.4)",0.608,0.608,,Cortisone,bmi
Genotype_HC Genotype_ x time120,-0.0343115373255837,0.100965405141319,0.736348966645394,,,Interaction,-0.232203731402568,0.163580656751401,HMDB0002802,"0 (-0.2, 0.2)",0.736,0.736,,Cortisone,bmi
Genotype_HC Genotype_ x time235,-0.167281128520683,0.100965405141319,0.107980161638682,,,Interaction,-0.365173322597667,0.0306110655563019,HMDB0002802,"-0.2 (-0.4, 0)",0.108,0.108,,Cortisone,bmi
Genotype_(joint),,,,0.0181643708672537,0.895755548146429,Main,,,HMDB0002802,"NA (NA, NA)",,,0.896,Cortisone,bmi
Genotype_ x time(joint),,,,1.53165619770987,0.232607338896128,Interaction,,,HMDB0002802,"NA (NA, NA)",,,0.233,Cortisone,bmi
Genotype_HC Genotype_,0.0924475641398888,0.194511647365534,0.643098998069044,,,Main,-0.288795264696558,0.473690392976335,HMDB0002802,"0.1 (-0.3, 0.5)",0.643,0.643,,Cortisone,primary
Genotype_HC Genotype_ x time120,-0.0343115373255958,0.100965405592434,0.736348967790146,,,Interaction,-0.232203732286766,0.163580657635574,HMDB0002802,"0 (-0.2, 0.2)",0.736,0.736,,Cortisone,primary
Genotype_HC Genotype_ x time235,-0.167281128520693,0.100965405592434,0.107980163201822,,,Interaction,-0.365173323481863,0.0306110664404775,HMDB0002802,"-0.2 (-0.4, 0)",0.108,0.108,,Cortisone,primary
Genotype_(joint),,,,0.0185140233751506,0.89446908488374,Main,,,HMDB0002802,"NA (NA, NA)",,,0.894,Cortisone,primary
Genotype_ x time(joint),,,,1.53165618402306,0.232607341871013,Interaction,,,HMDB0002802,"NA (NA, NA)",,,0.233,Cortisone,primary
Genotype_HC Genotype_,-0.187830779188874,0.541801554698112,0.736401758456823,,,Main,-1.24976182639717,0.874100268019426,HMDB0031404,"-0.2 (-1.2, 0.9)",0.736,0.736,,Cyclohexylamine,bmi
Genotype_HC Genotype_ x time120,-0.168788351327419,0.151118197236789,0.272890421121084,,,Interaction,-0.464980017911526,0.127403315256687,HMDB0031404,"-0.2 (-0.5, 0.1)",0.273,0.273,,Cyclohexylamine,bmi
Genotype_HC Genotype_ x time235,-0.186763080274922,0.151118197236789,0.226095372640981,,,Interaction,-0.482954746859028,0.109428586309185,HMDB0031404,"-0.2 (-0.5, 0.1)",0.226,0.226,,Cyclohexylamine,bmi
Genotype_(joint),,,,0.328216163175594,0.580740335036893,Main,,,HMDB0031404,"NA (NA, NA)",,,0.581,Cyclohexylamine,bmi
Genotype_ x time(joint),,,,0.929688031130525,0.405751212760296,Interaction,,,HMDB0031404,"NA (NA, NA)",,,0.406,Cyclohexylamine,bmi
Genotype_HC Genotype_,-0.19024743451625,0.518830752205003,0.721076575888374,,,Main,-1.20715570883806,0.826660839805555,HMDB0031404,"-0.2 (-1.2, 0.8)",0.721,0.721,,Cyclohexylamine,primary
Genotype_HC Genotype_ x time120,-0.168788351327395,0.15111819842646,0.272890424889009,,,Interaction,-0.464980020243256,0.127403317588465,HMDB0031404,"-0.2 (-0.5, 0.1)",0.273,0.273,,Cyclohexylamine,primary
Genotype_HC Genotype_ x time235,-0.186763080274897,0.15111819842646,0.226095376280873,,,Interaction,-0.482954749190758,0.109428588640964,HMDB0031404,"-0.2 (-0.5, 0.1)",0.226,0.226,,Cyclohexylamine,primary
Genotype_(joint),,,,0.36447001958469,0.559478924495743,Main,,,HMDB0031404,"NA (NA, NA)",,,0.559,Cyclohexylamine,primary
Genotype_ x time(joint),,,,0.929688016492428,0.405751218437204,Interaction,,,HMDB0031404,"NA (NA, NA)",,,0.406,Cyclohexylamine,primary
Genotype_HC Genotype_,-0.687988058801208,0.815541707087481,0.417080110244549,,,Main,-2.28644980469267,0.910473687090255,HMDB0007011,"-0.7 (-2.3, 0.9)",0.417,0.417,,DG 30:0,bmi
Genotype_HC Genotype_ x time120,0.106763718012423,0.426740821405239,0.804150455095586,,,Interaction,-0.729648291941845,0.943175727966691,HMDB0007011,"0.1 (-0.7, 0.9)",0.804,0.804,,DG 30:0,bmi
Genotype_HC Genotype_ x time235,0.473658130583221,0.426740821405239,0.275841402570149,,,Interaction,-0.362753879371047,1.31007014053749,HMDB0007011,"0.5 (-0.4, 1.3)",0.276,0.276,,DG 30:0,bmi
Genotype_(joint),,,,0.404602775073172,0.540558092201697,Main,,,HMDB0007011,"NA (NA, NA)",,,0.541,DG 30:0,bmi
Genotype_ x time(joint),,,,0.677917459197195,0.515279993898891,Interaction,,,HMDB0007011,"NA (NA, NA)",,,0.515,DG 30:0,bmi
Genotype_HC Genotype_,-0.691905259750379,0.784729162776592,0.394893427318934,,,Main,-2.2299744187925,0.846163899291742,HMDB0007011,"-0.7 (-2.2, 0.8)",0.395,0.395,,DG 30:0,primary
Genotype_HC Genotype_ x time120,0.106763718012452,0.42674082442317,0.80415045646466,,,Interaction,-0.72964829785696,0.943175733881865,HMDB0007011,"0.1 (-0.7, 0.9)",0.804,0.804,,DG 30:0,primary
Genotype_HC Genotype_ x time235,0.473658130583258,0.42674082442317,0.275841405969136,,,Interaction,-0.362753885286155,1.31007014645267,HMDB0007011,"0.5 (-0.4, 1.3)",0.276,0.276,,DG 30:0,primary
Genotype_(joint),,,,0.447550003255786,0.518646037351408,Main,,,HMDB0007011,"NA (NA, NA)",,,0.519,DG 30:0,primary
Genotype_ x time(joint),,,,0.677917449608754,0.515279998685962,Interaction,,,HMDB0007011,"NA (NA, NA)",,,0.515,DG 30:0,primary
Genotype_HC Genotype_,-1.43968463384003,0.749453239676223,0.081821365529561,,,Main,-2.90861298360543,0.0292437159253669,HMDB0007012,"-1.4 (-2.9, 0)",0.082,0.082,,DG 30:1,bmi
Genotype_HC Genotype_ x time120,0.588602026749009,0.373993824206844,0.126015540485946,,,Interaction,-0.144425868696406,1.32162992219442,HMDB0007012,"0.6 (-0.1, 1.3)",0.126,0.126,,DG 30:1,bmi
Genotype_HC Genotype_ x time235,1.01073641737422,0.373993824206844,0.0112154349358707,,,Interaction,0.27770852192881,1.74376431281964,HMDB0007012,"1 (0.3, 1.7)",0.011,0.011*,,DG 30:1,bmi
Genotype_(joint),,,,1.59569440519704,0.238256359239759,Main,,,HMDB0007012,"NA (NA, NA)",,,0.238,DG 30:1,bmi
Genotype_ x time(joint),,,,3.68490415748329,0.0370685644946512,Interaction,,,HMDB0007012,"NA (NA, NA)",,,0.037*,DG 30:1,bmi
Genotype_HC Genotype_,-1.43981946448768,0.714229952654095,0.0666234801565148,,,Main,-2.83971017168971,-0.0399287572856557,HMDB0007012,"-1.4 (-2.8, 0)",0.067,0.067,,DG 30:1,primary
Genotype_HC Genotype_ x time120,0.588602026748998,0.373993811906169,0.126015528119299,,,Interaction,-0.144425844587094,1.32162989808509,HMDB0007012,"0.6 (-0.1, 1.3)",0.126,0.126,,DG 30:1,primary
Genotype_HC Genotype_ x time235,1.01073641737422,0.373993811906169,0.0112154323557586,,,Interaction,0.277708546038127,1.74376428871031,HMDB0007012,"1 (0.3, 1.7)",0.011,0.011*,,DG 30:1,primary
Genotype_(joint),,,,1.77371287905442,0.212481191585608,Main,,,HMDB0007012,"NA (NA, NA)",,,0.212,DG 30:1,primary
Genotype_ x time(joint),,,,3.6849043998766,0.0370685568129263,Interaction,,,HMDB0007012,"NA (NA, NA)",,,0.037*,DG 30:1,primary
Genotype_HC Genotype_,-0.569687276611347,0.439204539624465,0.221918712946945,,,Main,-1.4305281742753,0.291153621052605,HMDB0007041,"-0.6 (-1.4, 0.3)",0.222,0.222,,DG 30:2,bmi
Genotype_HC Genotype_ x time120,0.222427703297255,0.219408610276192,0.318804019637691,,,Interaction,-0.207613172844081,0.652468579438591,HMDB0007041,"0.2 (-0.2, 0.7)",0.319,0.319,,DG 30:2,bmi
Genotype_HC Genotype_ x time235,0.485564328756843,0.219408610276192,0.0346441202637395,,,Interaction,0.0555234526155065,0.915605204898178,HMDB0007041,"0.5 (0.1, 0.9)",0.035,0.035*,,DG 30:2,bmi
Genotype_(joint),,,,0.629609963367344,0.44791191251617,Main,,,HMDB0007041,"NA (NA, NA)",,,0.448,DG 30:2,bmi
Genotype_ x time(joint),,,,2.45455384357479,0.102976375489739,Interaction,,,HMDB0007041,"NA (NA, NA)",,,0.103,DG 30:2,bmi
Genotype_HC Genotype_,-0.57142576714812,0.421189810524846,0.199754917089487,,,Main,-1.39695779577682,0.254106261480578,HMDB0007041,"-0.6 (-1.4, 0.3)",0.2,0.2,,DG 30:2,primary
Genotype_HC Genotype_ x time120,0.22242770329725,0.219408592986875,0.318803981416404,,,Interaction,-0.207613138957024,0.652468545551525,HMDB0007041,"0.2 (-0.2, 0.7)",0.319,0.319,,DG 30:2,primary
Genotype_HC Genotype_ x time235,0.485564328756845,0.219408592986875,0.0346441063086,,,Interaction,0.05552348650257,0.915605171011119,HMDB0007041,"0.5 (0.1, 0.9)",0.035,0.035*,,DG 30:2,primary
Genotype_(joint),,,,0.697299979457426,0.423193639699644,Main,,,HMDB0007041,"NA (NA, NA)",,,0.423,DG 30:2,primary
Genotype_ x time(joint),,,,2.45455423041072,0.102976339743397,Interaction,,,HMDB0007041,"NA (NA, NA)",,,0.103,DG 30:2,primary
Genotype_HC Genotype_,-0.102386373524545,0.133247143334952,0.457478719300516,,,Main,-0.36355077446105,0.15877802741196,HMDB0007098,"-0.1 (-0.4, 0.2)",0.457,0.457,,DG 32:0,bmi
Genotype_HC Genotype_ x time120,0.0382488934540838,0.0818455427302966,0.643640443291051,,,Interaction,-0.122168370297297,0.198666157205465,HMDB0007098,"0 (-0.1, 0.2)",0.644,0.644,,DG 32:0,bmi
Genotype_HC Genotype_ x time235,0.0692610762930411,0.0818455427302966,0.404117998581386,,,Interaction,-0.0911561874583402,0.229678340044422,HMDB0007098,"0.1 (-0.1, 0.2)",0.404,0.404,,DG 32:0,bmi
Genotype_(joint),,,,0.285330035566999,0.606169465981602,Main,,,HMDB0007098,"NA (NA, NA)",,,0.606,DG 32:0,bmi
Genotype_ x time(joint),,,,0.359365136348718,0.701083767141098,Interaction,,,HMDB0007098,"NA (NA, NA)",,,0.701,DG 32:0,bmi
Genotype_HC Genotype_,-0.102236259319781,0.127346599473413,0.436155119759449,,,Main,-0.35183559428767,0.147363075648109,HMDB0007098,"-0.1 (-0.4, 0.1)",0.436,0.436,,DG 32:0,primary
Genotype_HC Genotype_ x time120,0.0382488934541039,0.0818455422264083,0.643640441229593,,,Interaction,-0.122168369309656,0.198666156217864,HMDB0007098,"0 (-0.1, 0.2)",0.644,0.644,,DG 32:0,primary
Genotype_HC Genotype_ x time235,0.0692610762930613,0.0818455422264083,0.404117995668534,,,Interaction,-0.0911561864706989,0.229678339056822,HMDB0007098,"0.1 (-0.1, 0.2)",0.404,0.404,,DG 32:0,primary
Genotype_(joint),,,,0.315276467748256,0.586822466417039,Main,,,HMDB0007098,"NA (NA, NA)",,,0.587,DG 32:0,primary
Genotype_ x time(joint),,,,0.359365140773852,0.701083764088016,Interaction,,,HMDB0007098,"NA (NA, NA)",,,0.701,DG 32:0,primary
Genotype_HC Genotype_,-1.72776911831682,1.02836518222314,0.124023794729797,,,Main,-3.74336487547418,0.287826638840537,HMDB0007099,"-1.7 (-3.7, 0.3)",0.124,0.124,,DG 32:1,bmi
Genotype_HC Genotype_ x time120,0.214801972435047,0.394633592927039,0.59025311662013,,,Interaction,-0.55867986970195,0.988283814572044,HMDB0007099,"0.2 (-0.6, 1)",0.59,0.59,,DG 32:1,bmi
Genotype_HC Genotype_ x time235,0.431631691656308,0.39463359292704,0.282768098282091,,,Interaction,-0.341850150480689,1.20511353379331,HMDB0007099,"0.4 (-0.3, 1.2)",0.283,0.283,,DG 32:1,bmi
Genotype_(joint),,,,2.2742366676873,0.165812655742194,Main,,,HMDB0007099,"NA (NA, NA)",,,0.166,DG 32:1,bmi
Genotype_ x time(joint),,,,0.598152255799239,0.556251963862454,Interaction,,,HMDB0007099,"NA (NA, NA)",,,0.556,DG 32:1,bmi
Genotype_HC Genotype_,-1.73448218400959,0.994867660099013,0.108788446822082,,,Main,-3.68442279780366,0.215458429784473,HMDB0007099,"-1.7 (-3.7, 0.2)",0.109,0.109,,DG 32:1,primary
Genotype_HC Genotype_ x time120,0.21480197243504,0.394633589507908,0.590253113378722,,,Interaction,-0.558679863000459,0.988283807870539,HMDB0007099,"0.2 (-0.6, 1)",0.59,0.59,,DG 32:1,primary
Genotype_HC Genotype_ x time235,0.431631691656309,0.394633589507908,0.282768094112321,,,Interaction,-0.341850143779191,1.20511352709181,HMDB0007099,"0.4 (-0.3, 1.2)",0.283,0.283,,DG 32:1,primary
Genotype_(joint),,,,2.46028115345811,0.14782920429791,Main,,,HMDB0007099,"NA (NA, NA)",,,0.148,DG 32:1,primary
Genotype_ x time(joint),,,,0.598152266164102,0.556251958259777,Interaction,,,HMDB0007099,"NA (NA, NA)",,,0.556,DG 32:1,primary
Genotype_HC Genotype_,0.0172427224820148,0.176515926851066,0.923913139904063,,,Main,-0.328728494146074,0.363213939110103,HMDB0007100,"0 (-0.3, 0.4)",0.924,0.924,,DG 34:0,bmi
Genotype_HC Genotype_ x time120,0.0492459376034556,0.0988389868652301,0.621945265362606,,,Interaction,-0.144478476652395,0.242970351859307,HMDB0007100,"0 (-0.1, 0.2)",0.622,0.622,,DG 34:0,bmi
Genotype_HC Genotype_ x time235,0.111806315106443,0.0988389868652301,0.266934452327718,,,Interaction,-0.0819180991494078,0.305530729362294,HMDB0007100,"0.1 (-0.1, 0.3)",0.267,0.267,,DG 34:0,bmi
Genotype_(joint),,,,0.180299010241966,0.681086834676535,Main,,,HMDB0007100,"NA (NA, NA)",,,0.681,DG 34:0,bmi
Genotype_ x time(joint),,,,0.642827141834888,0.53289321692869,Interaction,,,HMDB0007100,"NA (NA, NA)",,,0.533,DG 34:0,bmi
Genotype_HC Genotype_,0.0181064457699643,0.170026855807774,0.916864841123917,,,Main,-0.315146191613274,0.351359083153202,HMDB0007100,"0 (-0.3, 0.4)",0.917,0.917,,DG 34:0,primary
Genotype_HC Genotype_ x time120,0.0492459376034441,0.098838986369578,0.621945263601215,,,Interaction,-0.144478475680929,0.242970350887817,HMDB0007100,"0 (-0.1, 0.2)",0.622,0.622,,DG 34:0,primary
Genotype_HC Genotype_ x time235,0.111806315106421,0.098838986369578,0.266934449926151,,,Interaction,-0.0819180981779521,0.305530728390794,HMDB0007100,"0.1 (-0.1, 0.3)",0.267,0.267,,DG 34:0,primary
Genotype_(joint),,,,0.200909432210152,0.663542832167754,Main,,,HMDB0007100,"NA (NA, NA)",,,0.664,DG 34:0,primary
Genotype_ x time(joint),,,,0.642827148281859,0.532893213593287,Interaction,,,HMDB0007100,"NA (NA, NA)",,,0.533,DG 34:0,primary
Genotype_HC Genotype_,-0.510609682974189,0.401735025525186,0.235111418455743,,,Main,-1.29801033300355,0.276790967055175,HMDB0007102,"-0.5 (-1.3, 0.3)",0.235,0.235,,DG 34:1,bmi
Genotype_HC Genotype_ x time120,0.111061104436638,0.0614817992951339,0.080896527702681,,,Interaction,-0.00944322218182457,0.2315654310551,HMDB0007102,"0.1 (0, 0.2)",0.081,0.081,,DG 34:1,bmi
Genotype_HC Genotype_ x time235,0.21113158221677,0.0614817992951339,0.00175851200939718,,,Interaction,0.0906272555983076,0.331635908835232,HMDB0007102,"0.2 (0.1, 0.3)",1.8e-03,1.8e-03**,,DG 34:1,bmi
Genotype_(joint),,,,1.01529370154931,0.33995872499294,Main,,,HMDB0007102,"NA (NA, NA)",,,0.34,DG 34:1,bmi
Genotype_ x time(joint),,,,5.90167621550193,0.00689687170815876,Interaction,,,HMDB0007102,"NA (NA, NA)",,,6.9e-03**,DG 34:1,bmi
Genotype_HC Genotype_,-0.51298314578613,0.386616653163265,0.213575930926017,,,Main,-1.27075178598613,0.24478549441387,HMDB0007102,"-0.5 (-1.3, 0.2)",0.214,0.214,,DG 34:1,primary
Genotype_HC Genotype_ x time120,0.111061104436632,0.0614817989176813,0.0808965258630482,,,Interaction,-0.00944322144202363,0.231565430315287,HMDB0007102,"0.1 (0, 0.2)",0.081,0.081,,DG 34:1,primary
Genotype_HC Genotype_ x time235,0.211131582216752,0.0614817989176813,0.00175851190100345,,,Interaction,0.0906272563380966,0.331635908095407,HMDB0007102,"0.2 (0.1, 0.3)",1.8e-03,1.8e-03**,,DG 34:1,primary
Genotype_(joint),,,,1.1098911972723,0.316895325889863,Main,,,HMDB0007102,"NA (NA, NA)",,,0.317,DG 34:1,primary
Genotype_ x time(joint),,,,5.90167628796475,0.00689687131471006,Interaction,,,HMDB0007102,"NA (NA, NA)",,,6.9e-03**,DG 34:1,primary
Genotype_HC Genotype_,-0.658973939096308,0.437228933791,0.164698821447724,,,Main,-1.51594264932667,0.197994771134053,HMDB0007103,"-0.7 (-1.5, 0.2)",0.165,0.165,,DG 34:2,bmi
Genotype_HC Genotype_ x time120,0.0555150596879996,0.10793270013086,0.610776646610266,,,Interaction,-0.156033032568487,0.267063151944486,HMDB0007103,"0.1 (-0.2, 0.3)",0.611,0.611,,DG 34:2,bmi
Genotype_HC Genotype_ x time235,0.202630754881197,0.10793270013086,0.0702200324379847,,,Interaction,-0.0089173373752898,0.414178847137683,HMDB0007103,"0.2 (0, 0.4)",0.07,0.07,,DG 34:2,bmi
Genotype_(joint),,,,1.75263220646926,0.218183731065228,Main,,,HMDB0007103,"NA (NA, NA)",,,0.218,DG 34:2,bmi
Genotype_ x time(joint),,,,1.88232268967811,0.169779765202283,Interaction,,,HMDB0007103,"NA (NA, NA)",,,0.17,DG 34:2,bmi
Genotype_HC Genotype_,-0.66370088513029,0.434437749286463,0.156340588309749,,,Main,-1.51519887373176,0.187797103471178,HMDB0007103,"-0.7 (-1.5, 0.2)",0.156,0.156,,DG 34:2,primary
Genotype_HC Genotype_ x time120,0.0555150596880176,0.107932700141038,0.610776646645141,,,Interaction,-0.156033032588417,0.267063151964452,HMDB0007103,"0.1 (-0.2, 0.3)",0.611,0.611,,DG 34:2,primary
Genotype_HC Genotype_ x time235,0.202630754881215,0.107932700141038,0.0702200324672003,,,Interaction,-0.00891733739521933,0.41417884715765,HMDB0007103,"0.2 (0, 0.4)",0.07,0.07,,DG 34:2,primary
Genotype_(joint),,,,1.80512170796712,0.208786544506536,Main,,,HMDB0007103,"NA (NA, NA)",,,0.209,DG 34:2,primary
Genotype_ x time(joint),,,,1.8823226893234,0.16977976526322,Interaction,,,HMDB0007103,"NA (NA, NA)",,,0.17,DG 34:2,primary
Genotype_HC Genotype_,-0.932048283833097,0.983076385495665,0.366366028288259,,,Main,-2.8588779994046,0.994781431738406,HMDB0007132,"-0.9 (-2.9, 1)",0.366,0.366,,DG 34:3,bmi
Genotype_HC Genotype_ x time120,0.00761235652602566,0.301107290082819,0.979998081281599,,,Interaction,-0.582557932036299,0.59778264508835,HMDB0007132,"0 (-0.6, 0.6)",0.98,0.98,,DG 34:3,bmi
Genotype_HC Genotype_ x time235,0.175252767455787,0.301107290082819,0.564896737286887,,,Interaction,-0.414917521106537,0.765423056018112,HMDB0007132,"0.2 (-0.4, 0.8)",0.565,0.565,,DG 34:3,bmi
Genotype_(joint),,,,0.810499268938764,0.391425456341409,Main,,,HMDB0007132,"NA (NA, NA)",,,0.391,DG 34:3,bmi
Genotype_ x time(joint),,,,0.216453972097902,0.806616378157424,Interaction,,,HMDB0007132,"NA (NA, NA)",,,0.807,DG 34:3,bmi
Genotype_HC Genotype_,-0.936173957885719,0.940815200914166,0.341643988440442,,,Main,-2.78017175167749,0.907823835906046,HMDB0007132,"-0.9 (-2.8, 0.9)",0.342,0.342,,DG 34:3,primary
Genotype_HC Genotype_ x time120,0.00761235652601428,0.301107293942279,0.979998081540256,,,Interaction,-0.582557939600854,0.597782652652882,HMDB0007132,"0 (-0.6, 0.6)",0.98,0.98,,DG 34:3,primary
Genotype_HC Genotype_ x time235,0.175252767455776,0.301107293942279,0.564896742306587,,,Interaction,-0.414917528671092,0.765423063582644,HMDB0007132,"0.2 (-0.4, 0.8)",0.565,0.565,,DG 34:3,primary
Genotype_(joint),,,,0.89600885561525,0.366165452958653,Main,,,HMDB0007132,"NA (NA, NA)",,,0.366,DG 34:3,primary
Genotype_ x time(joint),,,,0.216453966549063,0.806616382586592,Interaction,,,HMDB0007132,"NA (NA, NA)",,,0.807,DG 34:3,primary
Genotype_HC Genotype_,-0.941114169570462,1.03363569813259,0.384513577577427,,,Main,-2.96704013791034,1.08481179876942,HMDB0007025,"-0.9 (-3, 1.1)",0.385,0.385,,DG 34:4,bmi
Genotype_HC Genotype_ x time120,0.429177658118736,0.356494922264247,0.238048759046409,,,Interaction,-0.269552389519187,1.12790770575666,HMDB0007025,"0.4 (-0.3, 1.1)",0.238,0.238,,DG 34:4,bmi
Genotype_HC Genotype_ x time235,0.400144232592637,0.356494922264247,0.270578632233923,,,Interaction,-0.298585815045286,1.09887428023056,HMDB0007025,"0.4 (-0.3, 1.1)",0.271,0.271,,DG 34:4,bmi
Genotype_(joint),,,,0.43057873215671,0.52812289647435,Main,,,HMDB0007025,"NA (NA, NA)",,,0.528,DG 34:4,bmi
Genotype_ x time(joint),,,,0.905278492101739,0.415192710029753,Interaction,,,HMDB0007025,"NA (NA, NA)",,,0.415,DG 34:4,bmi
Genotype_HC Genotype_,-0.945156023740013,0.988738378097507,0.359797722903445,,,Main,-2.88308324481113,0.992771197331102,HMDB0007025,"-0.9 (-2.9, 1)",0.36,0.36,,DG 34:4,primary
Genotype_HC Genotype_ x time120,0.429177658118734,0.356494922190189,0.238048758947503,,,Interaction,-0.269552389374037,1.1279077056115,HMDB0007025,"0.4 (-0.3, 1.1)",0.238,0.238,,DG 34:4,primary
Genotype_HC Genotype_ x time235,0.40014423259263,0.356494922190189,0.270578632132108,,,Interaction,-0.298585814900141,1.0988742800854,HMDB0007025,"0.4 (-0.3, 1.1)",0.271,0.271,,DG 34:4,primary
Genotype_(joint),,,,0.478144623795139,0.505000001606307,Main,,,HMDB0007025,"NA (NA, NA)",,,0.505,DG 34:4,primary
Genotype_ x time(joint),,,,0.905278492477841,0.415192709878095,Interaction,,,HMDB0007025,"NA (NA, NA)",,,0.415,DG 34:4,primary
Genotype_HC Genotype_,-0.847802195300083,0.375138867338149,0.0487504927309577,,,Main,-1.58307437528285,-0.112530015317311,HMDB0007387,"-0.8 (-1.6, -0.1)",0.049,0.049*,,DG 35:1,bmi
Genotype_HC Genotype_ x time120,0.108451218593669,0.104388143851066,0.307142063419409,,,Interaction,-0.0961495433544196,0.313051980541758,HMDB0007387,"0.1 (-0.1, 0.3)",0.307,0.307,,DG 35:1,bmi
Genotype_HC Genotype_ x time235,0.321236075515912,0.104388143851066,0.00443296437484443,,,Interaction,0.116635313567823,0.525836837464001,HMDB0007387,"0.3 (0.1, 0.5)",4.4e-03,4.4e-03**,,DG 35:1,bmi
