Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_120,-0.00416199781837845,0.0205048402739194,0.840438644035057,,,Main,-0.0443514847552605,0.0360274891185036,Cer 42:2;O2_A,"0 (0, 0)",0.84,0.84,,HMDB0004953
Time_235,-0.0617791303358393,0.0205048402739194,0.00502621069418718,,,Main,-0.101968617272721,-0.0215896433989572,Cer 42:2;O2_A,"-0.1 (-0.1, 0)",5.0e-03,5.0e-03**,,HMDB0004953
Time_(joint),,,,5.67149727143956,0.00779286293606402,Main,,,Cer 42:2;O2_A,"NA (NA, NA)",,,7.8e-03**,HMDB0004953
Time_120,-0.0122372343777185,0.0172830792536787,0.484041818920096,,,Main,-0.0461120697149288,0.0216376009594917,SM 43:2;O2,"0 (0, 0)",0.484,0.484,,HMDB0011699
Time_235,-0.0106233543686308,0.0172830792536787,0.543120318920587,,,Main,-0.044498189705841,0.0232514809685794,SM 43:2;O2,"0 (0, 0)",0.543,0.543,,HMDB0011699
Time_(joint),,,,0.295955680040479,0.745834321960884,Main,,,SM 43:2;O2,"NA (NA, NA)",,,0.746,HMDB0011699
Time_120,-0.0135483339685769,0.0192570491063824,0.486799867234563,,,Main,-0.0512921502170864,0.0241954822799325,PC 40:2,"0 (-0.1, 0)",0.487,0.487,,HMDB0008053
Time_235,-0.00333794457822514,0.0192570491063824,0.863478955251666,,,Main,-0.0410817608267346,0.0344058716702843,PC 40:2,"0 (0, 0)",0.863,0.863,,HMDB0008053
Time_(joint),,,,0.268719810816804,0.766065051026816,Main,,,PC 40:2,"NA (NA, NA)",,,0.766,HMDB0008053
Time_120,-0.0210438649481113,0.0364548463676722,0.567804442035784,,,Main,-0.0924953638287488,0.0504076339325263,PC O-36:0,"0 (-0.1, 0.1)",0.568,0.568,,HMDB0013417
Time_235,0.0272832148433975,0.0364548463676722,0.459677882992782,,,Main,-0.0441682840372401,0.0987347137240351,PC O-36:0,"0 (0, 0.1)",0.46,0.46,,HMDB0013417
Time_(joint),,,,0.883582093179839,0.423142084214008,Main,,,PC O-36:0,"NA (NA, NA)",,,0.423,HMDB0013417
Time_120,-0.0120270693959795,0.0162580885886388,0.464838999842226,,,Main,-0.0438929230297115,0.0198387842377524,SM 41:1;O2,"0 (0, 0)",0.465,0.465,,HMDB0012105
Time_235,-0.00793760356291973,0.0162580885886388,0.628719463891401,,,Main,-0.0398034571966517,0.0239282500708122,SM 41:1;O2,"0 (0, 0)",0.629,0.629,,HMDB0012105
Time_(joint),,,,0.282958859994764,0.755416580482402,Main,,,SM 41:1;O2,"NA (NA, NA)",,,0.755,HMDB0012105
Time_120,-0.238835712548105,0.170323059899233,0.170467138475286,,,Main,-0.572668909950601,0.0949974848543904,AICAR,"-0.2 (-0.6, 0.1)",0.17,0.17,,HMDB0062179
Time_235,-0.127558746795426,0.170323059899233,0.459374017620441,,,Main,-0.461391944197921,0.20627445060707,AICAR,"-0.1 (-0.5, 0.2)",0.459,0.459,,HMDB0062179
Time_(joint),,,,0.984677212899895,0.384594402813425,Main,,,AICAR,"NA (NA, NA)",,,0.385,HMDB0062179
Time_120,0.000638359218056927,0.0267139960213048,0.981083911253288,,,Main,-0.0517210729837004,0.0529977914198143,Cer 40:0;O2,"0 (-0.1, 0.1)",0.981,0.981,,HMDB0011765
Time_235,0.104296935227622,0.0267139960213048,0.000458048150009787,,,Main,0.0519375030258644,0.156656367429379,Cer 40:0;O2,"0.1 (0.1, 0.2)",4.6e-04,4.6e-04***,,HMDB0011765
Time_(joint),,,,10.1000653005968,0.000397790334034512,Main,,,Cer 40:0;O2,"NA (NA, NA)",,,4e-04***,HMDB0011765
Time_120,-0.0182785793663817,0.0169934834598223,0.290139219411737,,,Main,-0.0515858069476334,0.0150286482148701,PC O-42:4,"0 (-0.1, 0)",0.29,0.29,,HMDB0013448
Time_235,-0.00148710835662991,0.0169934834598223,0.930811072682962,,,Main,-0.0347943359378817,0.0318201192246219,PC O-42:4,"0 (0, 0)",0.931,0.931,,HMDB0013448
Time_(joint),,,,0.713662889488051,0.497477575176079,Main,,,PC O-42:4,"NA (NA, NA)",,,0.497,HMDB0013448
Time_120,-0.00746346105505634,0.016008961837393,0.644226750739154,,,Main,-0.0388410262563466,0.0239141041462339,PC P-44:5 or PC O-44:6_A,"0 (0, 0)",0.644,0.644,,HMDB0013450
Time_235,-0.000812152418146274,0.016008961837393,0.959855136057956,,,Main,-0.0321897176194365,0.030565412783144,PC P-44:5 or PC O-44:6_A,"0 (0, 0)",0.96,0.96,,HMDB0013450
Time_(joint),,,,0.130846543599627,0.877819386015782,Main,,,PC P-44:5 or PC O-44:6_A,"NA (NA, NA)",,,0.878,HMDB0013450
Time_120,-0.000492539132661289,0.0142607839432671,0.972662676283381,,,Main,-0.0284436756614648,0.0274585973961423,Cer 41:1;O2,"0 (0, 0)",0.973,0.973,,HMDB0000950
Time_235,-0.0214316505610617,0.0142607839432671,0.142686264515509,,,Main,-0.0493827870898652,0.0065194859677419,Cer 41:1;O2,"0 (0, 0)",0.143,0.143,,HMDB0000950
Time_(joint),,,,1.47187361368988,0.24461779686251,Main,,,Cer 41:1;O2,"NA (NA, NA)",,,0.245,HMDB0000950
Time_120,0.055248514447584,0.0307135083765382,0.0814833236709526,,,Main,-0.00494996197043093,0.115446990865599,DG 38:1,"0.1 (0, 0.1)",0.081,0.081,,HMDB0007820
Time_235,0.034353667205402,0.0307135083765382,0.271671658766631,,,Main,-0.0258448092126129,0.0945521436234169,DG 38:1,"0 (0, 0.1)",0.272,0.272,,HMDB0007820
Time_(joint),,,,1.64990651321814,0.207989385319217,Main,,,DG 38:1,"NA (NA, NA)",,,0.208,HMDB0007820
Time_120,0.0871546209936295,0.0538832092856113,0.11559293478391,,,Main,-0.0184564692061686,0.192765711193428,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,"0.1 (0, 0.2)",0.116,0.116,,HMDB0242140
Time_235,0.0925067714124783,0.0538832092856113,0.095681705220837,,,Main,-0.0131043187873198,0.198117861612276,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,"0.1 (0, 0.2)",0.096,0.096,,HMDB0242140
Time_(joint),,,,1.85783046059952,0.172448965705751,Main,,,3-(N-Acetyl-L-cystein-S-yl) acetaminophen,"NA (NA, NA)",,,0.172,HMDB0242140
Time_120,-0.00504946250094165,0.0616937473270277,0.935278002903076,,,Main,-0.125969207261916,0.115870282260033,DG 36:0,"0 (-0.1, 0.1)",0.935,0.935,,HMDB0056036
Time_235,0.0083646568844955,0.0616937473270277,0.892999832607124,,,Main,-0.112555087876479,0.12928440164547,DG 36:0,"0 (-0.1, 0.1)",0.893,0.893,,HMDB0056036
Time_(joint),,,,0.0241193364647844,0.976186938789764,Main,,,DG 36:0,"NA (NA, NA)",,,0.976,HMDB0056036
Time_120,-0.0138561423990359,0.0178475158863747,0.443235858192267,,,Main,-0.0488372735363302,0.0211249887382585,SM 42:1;O2,"0 (0, 0)",0.443,0.443,,HMDB0011697
Time_235,-0.0137068798723888,0.0178475158863747,0.448118174161882,,,Main,-0.0486880110096832,0.0212742512649056,SM 42:1;O2,"0 (0, 0)",0.448,0.448,,HMDB0011697
Time_(joint),,,,0.397543881282331,0.67524113921763,Main,,,SM 42:1;O2,"NA (NA, NA)",,,0.675,HMDB0011697
Time_120,-0.0298804439729313,0.0216994267946775,0.178064959639989,,,Main,-0.0724113204904993,0.0126504325446366,SM 44:2;O2,"0 (-0.1, 0)",0.178,0.178,,HMDB0013461
Time_235,-0.0340363672689851,0.0216994267946775,0.126592454015999,,,Main,-0.076567243786553,0.00849450924858287,SM 44:2;O2,"0 (-0.1, 0)",0.127,0.127,,HMDB0013461
Time_(joint),,,,1.46438744722771,0.246300900939181,Main,,,SM 44:2;O2,"NA (NA, NA)",,,0.246,HMDB0013461
Time_120,-0.00472223560608104,0.0331516427876977,0.887622817900738,,,Main,-0.0696994554699686,0.0602549842578065,Cer 41:0;O2,"0 (-0.1, 0.1)",0.888,0.888,,HMDB0011767
Time_235,0.156764063677661,0.0331516427876977,4.364944419592e-05,,,Main,0.0917868438137729,0.221741283541548,Cer 41:0;O2,"0.2 (0.1, 0.2)",4.4e-05,4.4e-05***,,HMDB0011767
Time_(joint),,,,15.3696230838726,2.09783299878395e-05,Main,,,Cer 41:0;O2,"NA (NA, NA)",,,2.1e-05***,HMDB0011767
Time_120,-0.0250956714452496,0.0281275259085349,0.378940563847627,,,Main,-0.0802256222259779,0.0300342793354788,PC 40:1,"0 (-0.1, 0)",0.379,0.379,,HMDB0007993
Time_235,-0.0227278164370053,0.0281275259085349,0.425041035409861,,,Main,-0.0778577672177336,0.0324021343437231,PC 40:1,"0 (-0.1, 0)",0.425,0.425,,HMDB0007993
Time_(joint),,,,0.485344907689543,0.619942079549019,Main,,,PC 40:1,"NA (NA, NA)",,,0.62,HMDB0007993
Time_120,-0.00933146428428755,0.0147961280964681,0.532735410903356,,,Main,-0.0383318753533651,0.01966894678479,Cer 42:1;O2,"0 (0, 0)",0.533,0.533,,HMDB0004956
Time_235,-0.0292209218744944,0.0147961280964681,0.0569598711065707,,,Main,-0.058221332943572,-0.000220510805416879,Cer 42:1;O2,"0 (-0.1, 0)",0.057,0.057,,HMDB0004956
Time_(joint),,,,2.03498388573869,0.147254163730196,Main,,,Cer 42:1;O2,"NA (NA, NA)",,,0.147,HMDB0004956
Time_120,-0.00927170509970054,0.0163289111102381,0.574127274471694,,,Main,-0.0412763708757672,0.0227329606763661,PC P-44:4 or PC O-44:5,"0 (0, 0)",0.574,0.574,,HMDB0013456
Time_235,-0.000926408978651653,0.0163289111102381,0.955109647587195,,,Main,-0.0329310747547183,0.031078256797415,PC P-44:4 or PC O-44:5,"0 (0, 0)",0.955,0.955,,HMDB0013456
Time_(joint),,,,0.195607843022873,0.823310559445111,Main,,,PC P-44:4 or PC O-44:5,"NA (NA, NA)",,,0.823,HMDB0013456
Time_120,-0.0122464052929275,0.0158231976160057,0.444639444969275,,,Main,-0.0432598726202986,0.0187670620344437,SM 43:1;O2,"0 (0, 0)",0.445,0.445,,HMDB0240674
Time_235,-0.0104199143539294,0.0158231976160057,0.514913623036454,,,Main,-0.0414333816813005,0.0205935529734417,SM 43:1;O2,"0 (0, 0)",0.515,0.515,,HMDB0240674
Time_(joint),,,,0.348659156939835,0.708280832502767,Main,,,SM 43:1;O2,"NA (NA, NA)",,,0.708,HMDB0240674
Time_120,-0.0124867945520182,0.0163773335819445,0.451379082340551,,,Main,-0.0445863683726294,0.019612779268593,PC 42:2,"0 (0, 0)",0.451,0.451,,HMDB0008125
Time_235,0.00696738294215182,0.0163773335819445,0.673371934867016,,,Main,-0.0251321908784594,0.0390669567627631,PC 42:2,"0 (0, 0)",0.673,0.673,,HMDB0008125
Time_(joint),,,,0.724449935605219,0.492368474096544,Main,,,PC 42:2,"NA (NA, NA)",,,0.492,HMDB0008125
Time_120,-0.028093896590521,0.0232462167507955,0.235696051944009,,,Main,-0.0736564814220801,0.0174686882410381,PC 44:4,"0 (-0.1, 0)",0.236,0.236,,HMDB0008421
Time_235,-0.0244823725760639,0.0232462167507955,0.300147888062181,,,Main,-0.070044957407623,0.0210802122554952,PC 44:4,"0 (-0.1, 0)",0.3,0.3,,HMDB0008421
Time_(joint),,,,0.864625878258706,0.430816512923623,Main,,,PC 44:4,"NA (NA, NA)",,,0.431,HMDB0008421
Time_120,0.00327110525681885,0.0332706072697597,0.922292940318285,,,Main,-0.0619392849919101,0.0684814955055478,PC O-38:0,"0 (-0.1, 0.1)",0.922,0.922,,HMDB0013408
Time_235,0.0270155053444563,0.0332706072697597,0.422795011306341,,,Main,-0.0381948849042727,0.0922258955931852,PC O-38:0,"0 (0, 0.1)",0.423,0.423,,HMDB0013408
Time_(joint),,,,0.392777109092454,0.6783895988927,Main,,,PC O-38:0,"NA (NA, NA)",,,0.678,HMDB0013408
Time_120,-0.0288134934478294,0.0263330355449571,0.282037395102652,,,Main,-0.0804262431159453,0.0227992562202865,Cer 42:0;O2,"0 (-0.1, 0)",0.282,0.282,,HMDB0011768
Time_235,0.0625909180887959,0.0263330355449571,0.0236073455227112,,,Main,0.01097816842068,0.114203667756912,Cer 42:0;O2,"0.1 (0, 0.1)",0.024,0.024*,,HMDB0011768
Time_(joint),,,,6.29846333510481,0.004937655168884,Main,,,Cer 42:0;O2,"NA (NA, NA)",,,4.9e-03**,HMDB0011768
Time_120,2.23861410124231,0.182027760230022,1.14509175714286e-13,,,Main,1.88183969119146,2.59538851129315,TG 42:3,"2.2 (1.9, 2.6)",1.1e-13,1.1e-13***,,HMDB0047885
Time_235,2.23827417071314,0.182027760230022,1.14972210131735e-13,,,Main,1.8814997606623,2.59504858076398,TG 42:3,"2.2 (1.9, 2.6)",1.1e-13,1.1e-13***,,HMDB0047885
Time_(joint),,,,100.815200567499,1.53436957497286e-14,Main,,,TG 42:3,"NA (NA, NA)",,,1.5e-14***,HMDB0047885
Time_120,-0.0122296694039982,0.0175621427128806,0.491227589294424,,,Main,-0.0466514691212441,0.0221921303132476,Cer 43:1;O2,"0 (0, 0)",0.491,0.491,,HMDB0004957
Time_235,-0.0298515760566524,0.0175621427128806,0.0988766231769242,,,Main,-0.0642733757738983,0.00457022366059351,Cer 43:1;O2,"0 (-0.1, 0)",0.099,0.099,,HMDB0004957
Time_(joint),,,,1.46031839721615,0.247220897262431,Main,,,Cer 43:1;O2,"NA (NA, NA)",,,0.247,HMDB0004957
Time_120,-0.175145031647593,0.066384794152604,0.0127590415644435,,,Main,-0.305259228186697,-0.0450308351084896,P-Cresol glucuronide,"-0.2 (-0.3, 0)",0.013,0.013*,,HMDB0011686
Time_235,-0.064886370056555,0.066384794152604,0.335689089463132,,,Main,-0.195000566595659,0.0652278264825488,P-Cresol glucuronide,"-0.1 (-0.2, 0.1)",0.336,0.336,,HMDB0011686
Time_(joint),,,,3.55825024735798,0.0402383111225489,Main,,,P-Cresol glucuronide,"NA (NA, NA)",,,0.04*,HMDB0011686
Time_120,-0.0279710600290057,0.12403729625607,0.823020281588683,,,Main,-0.271084160690904,0.215142040632892,PC 40:0,"0 (-0.3, 0.2)",0.823,0.823,,HMDB0007992
Time_235,-0.0397639444501663,0.12403729625607,0.750612452751409,,,Main,-0.282877045112064,0.203349156211732,PC 40:0,"0 (-0.3, 0.2)",0.751,0.751,,HMDB0007992
Time_(joint),,,,0.0542212716736882,0.94730932215242,Main,,,PC 40:0,"NA (NA, NA)",,,0.947,HMDB0007992
Time_120,-0.0562480941762611,0.0257851377848151,0.0366119905190133,,,Main,-0.106786964234499,-0.00570922411802344,PC O-40:1,"-0.1 (-0.1, 0)",0.037,0.037*,,HMDB0013433
Time_235,-4.4948015309207e-05,0.0257851377848151,0.998619970010066,,,Main,-0.0505838180735469,0.0504939220429285,PC O-40:1,"0 (-0.1, 0.1)",0.999,0.999,,HMDB0013433
Time_(joint),,,,3.16984878490129,0.0554652184970184,Main,,,PC O-40:1,"NA (NA, NA)",,,0.055,HMDB0013433
Time_120,0.00365619164417552,0.013644272652479,0.790445818035772,,,Main,-0.0230865827546833,0.0303989660430343,1-Methylguanine,"0 (0, 0)",0.79,0.79,,HMDB0003282
Time_235,-0.0021106067458602,0.013644272652479,0.878038759322411,,,Main,-0.028853381144719,0.0246321676529986,1-Methylguanine,"0 (0, 0)",0.878,0.878,,HMDB0003282
Time_(joint),,,,0.0914565736991301,0.912838611759181,Main,,,1-Methylguanine,"NA (NA, NA)",,,0.913,HMDB0003282
Time_120,0.021482991741682,0.0205265490070099,0.303127634800063,,,Main,-0.0187490443120574,0.0617150277954214,PC P-42:1 or PC O-42:2_A,"0 (0, 0.1)",0.303,0.303,,HMDB0013438
Time_235,0.00325163439554507,0.0205265490070099,0.875128309752062,,,Main,-0.0369804016581943,0.0434836704492845,PC P-42:1 or PC O-42:2_A,"0 (0, 0)",0.875,0.875,,HMDB0013438
Time_(joint),,,,0.636442423037073,0.535737863772875,Main,,,PC P-42:1 or PC O-42:2_A,"NA (NA, NA)",,,0.536,HMDB0013438
Time_120,-0.0319739149004205,0.0295538514167762,0.287388718032916,,,Main,-0.0898994636773018,0.0259516338764609,SM 44:1;O2,"0 (-0.1, 0)",0.287,0.287,,HMDB0011698
Time_235,-0.0572806539696553,0.0295538514167762,0.0614665259441183,,,Main,-0.115206202746537,0.000644894807226008,SM 44:1;O2,"-0.1 (-0.1, 0)",0.061,0.061,,HMDB0011698
Time_(joint),,,,1.88675102357297,0.168041416288841,Main,,,SM 44:1;O2,"NA (NA, NA)",,,0.168,HMDB0011698
Time_120,2.914975496992,0.313772346513766,1.33085868267144e-10,,,Main,2.29998169782502,3.52996929615899,TG 42:2,"2.9 (2.3, 3.5)",1.3e-10,1.3e-10***,,HMDB0042278
Time_235,2.95517785294818,0.313772346513766,9.62230092439741e-11,,,Main,2.34018405378119,3.57017165211516,TG 42:2,"3 (2.3, 3.6)",9.6e-11,9.6e-11***,,HMDB0042278
Time_(joint),,,,58.3417453555009,2.11931579393883e-11,Main,,,TG 42:2,"NA (NA, NA)",,,2.1e-11***,HMDB0042278
Time_120,-0.097988869731508,0.0339034610487662,0.0068598916574957,,,Main,-0.16443965338709,-0.0315380860759262,PC 42:1,"-0.1 (-0.2, 0)",6.9e-03,6.9e-03**,,HMDB0008059
Time_235,0.0119078287627639,0.0339034610487662,0.72771971375415,,,Main,-0.0545429548928179,0.0783586124183457,PC 42:1,"0 (-0.1, 0.1)",0.728,0.728,,HMDB0008059
Time_(joint),,,,6.32795408831095,0.00483433600820163,Main,,,PC 42:1,"NA (NA, NA)",,,4.8e-03**,HMDB0008059
Time_120,-0.00454945461034447,0.0222871815623216,0.839545591858028,,,Main,-0.0482323304724949,0.0391334212518059,PC P-42:1 or PC O-42:2_B,"0 (0, 0)",0.84,0.84,,HMDB0011264
Time_235,0.0144358891295048,0.0222871815623216,0.521785423566452,,,Main,-0.0292469867326456,0.0581187649916552,PC P-42:1 or PC O-42:2_B,"0 (0, 0.1)",0.522,0.522,,HMDB0011264
Time_(joint),,,,0.395620292138314,0.676509800043079,Main,,,PC P-42:1 or PC O-42:2_B,"NA (NA, NA)",,,0.677,HMDB0011264
Time_120,0.00364027702026892,0.0646326301407907,0.955435035842308,,,Main,-0.123039678055681,0.130320232096219,Mandelic acid,"0 (-0.1, 0.1)",0.955,0.955,,HMDB0000703
Time_235,0.00600401931604195,0.0646326301407907,0.926566498491021,,,Main,-0.120675935759908,0.132683974391992,Mandelic acid,"0 (-0.1, 0.1)",0.927,0.927,,HMDB0000703
Time_(joint),,,,0.00437971355098871,0.99563046011362,Main,,,Mandelic acid,"NA (NA, NA)",,,0.996,HMDB0000703
Time_120,-0.0290695752684558,0.0233760301179767,0.222693890299273,,,Main,-0.0748865942996902,0.0167474437627785,Cer 44:1;O2,"0 (-0.1, 0)",0.223,0.223,,HMDB0004955
Time_235,-0.0353421912675077,0.0233760301179767,0.140373419009735,,,Main,-0.081159210298742,0.0104748277637267,Cer 44:1;O2,"0 (-0.1, 0)",0.14,0.14,,HMDB0004955
Time_(joint),,,,1.30143056186033,0.286159057801294,Main,,,Cer 44:1;O2,"NA (NA, NA)",,,0.286,HMDB0004955
Time_120,2.11046506364033,0.159973544538791,1.7351253191085e-14,,,Main,1.7969169163443,2.42401321093636,TG 44:3,"2.1 (1.8, 2.4)",1.7e-14,1.7e-14***,,HMDB0047908
Time_235,2.20430384546042,0.159973544538791,5.27985674870891e-15,,,Main,1.89075569816439,2.51785199275645,TG 44:3,"2.2 (1.9, 2.5)",5.3e-15,5.3e-15***,,HMDB0047908
Time_(joint),,,,121.4180647664,1.14082349982331e-15,Main,,,TG 44:3,"NA (NA, NA)",,,1.1e-15***,HMDB0047908
Time_120,-0.0365576318636698,0.0338957711684147,0.28886001236035,,,Main,-0.102993343353763,0.029878079626423,PC O-40:0,"0 (-0.1, 0)",0.289,0.289,,HMDB0013421
Time_235,0.0125910056576581,0.0338957711684147,0.712741401319715,,,Main,-0.0538447058324347,0.0790267171477509,PC O-40:0,"0 (-0.1, 0.1)",0.713,0.713,,HMDB0013421
Time_(joint),,,,1.13456440204987,0.334157052341282,Main,,,PC O-40:0,"NA (NA, NA)",,,0.334,HMDB0013421
Time_120,2.47752764164774,0.214267506903564,5.79282742340074e-13,,,Main,2.05756332811675,2.89749195517873,TG 40:0,"2.5 (2.1, 2.9)",5.8e-13,5.8e-13***,,HMDB0099325
Time_235,2.4566899721718,0.214267506903564,7.21290869544726e-13,,,Main,2.03672565864081,2.87665428570278,TG 40:0,"2.5 (2, 2.9)",7.2e-13,7.2e-13***,,HMDB0099325
Time_(joint),,,,88.388538104177,9.27843354550001e-14,Main,,,TG 40:0,"NA (NA, NA)",,,9.3e-14***,HMDB0099325
Time_120,2.40670302393244,0.250139106227384,5.77796031257722e-11,,,Main,1.91643037572677,2.89697567213811,TG 43:2,"2.4 (1.9, 2.9)",5.8e-11,5.8e-11***,,HMDB0043169
Time_235,2.42269754650681,0.250139106227384,4.92687015546199e-11,,,Main,1.93242489830114,2.91297019471248,TG 43:2,"2.4 (1.9, 2.9)",4.9e-11,4.9e-11***,,HMDB0043169
Time_(joint),,,,62.1278480509255,9.57251179767272e-12,Main,,,TG 43:2,"NA (NA, NA)",,,9.6e-12***,HMDB0043169
Time_120,1.61632477343719,0.130924731586929,1.0340857087118e-13,,,Main,1.35971229952681,1.87293724734757,TG 46:4,"1.6 (1.4, 1.9)",1.0e-13,1.0e-13***,,HMDB0042548
Time_235,1.73960911151318,0.130924731586929,1.4288905663949e-14,,,Main,1.4829966376028,1.99622158542356,TG 46:4,"1.7 (1.5, 2)",1.4e-14,1.4e-14***,,HMDB0042548
Time_(joint),,,,109.94789382454,4.60113571015849e-15,Main,,,TG 46:4,"NA (NA, NA)",,,4.6e-15***,HMDB0042548
Time_120,2.11646322165674,0.236041766074209,3.04829697814254e-10,,,Main,1.65382136015129,2.57910508316219,TG 42:1,"2.1 (1.7, 2.6)",3e-10,3e-10***,,HMDB0042068
Time_235,2.21742917402178,0.236041766074209,1.02232873164343e-10,,,Main,1.75478731251633,2.68007103552724,TG 42:1,"2.2 (1.8, 2.7)",1e-10,1e-10***,,HMDB0042068
Time_(joint),,,,56.2773763082176,3.32568909220326e-11,Main,,,TG 42:1,"NA (NA, NA)",,,3.3e-11***,HMDB0042068
Time_120,0.0543010692423393,0.0329748717707499,0.109398645016093,,,Main,-0.0103296794283305,0.118931817913009,PC O-42:1,"0.1 (0, 0.1)",0.109,0.109,,HMDB0013434
Time_235,0.0652438101998569,0.0329748717707499,0.0565235447939581,,,Main,0.000613061529187053,0.129874558870527,PC O-42:1,"0.1 (0, 0.1)",0.057,0.057,,HMDB0013434
Time_(joint),,,,2.24556865461818,0.122292906411043,Main,,,PC O-42:1,"NA (NA, NA)",,,0.122,HMDB0013434
Time_120,1.06150119001432,0.106885427295601,2.68354277116958e-11,,,Main,0.852005752514943,1.2709966275137,TG 48:5,"1.1 (0.9, 1.3)",2.7e-11,2.7e-11***,,HMDB0042789
Time_235,1.20530979438752,0.106885427295601,1.10785673030389e-12,,,Main,0.995814356888139,1.41480523188689,TG 48:5,"1.2 (1, 1.4)",1.1e-12,1.1e-12***,,HMDB0042789
Time_(joint),,,,75.8673210450286,7.16709029672127e-13,Main,,,TG 48:5,"NA (NA, NA)",,,7.2e-13***,HMDB0042789
Time_120,-0.00579633411075396,0.0230455124737762,0.803022813340603,,,Main,-0.0509655385593553,0.0393728703378474,"N2,N2-Dimethylguanosine","0 (-0.1, 0)",0.803,0.803,,HMDB0004824
Time_235,-0.0203619737207428,0.0230455124737762,0.383526721667119,,,Main,-0.0655311781693441,0.0248072307278586,"N2,N2-Dimethylguanosine","0 (-0.1, 0)",0.384,0.384,,HMDB0004824
Time_(joint),,,,0.41446729113689,0.664188017918993,Main,,,"N2,N2-Dimethylguanosine","NA (NA, NA)",,,0.664,HMDB0004824
Time_120,3.05648726111115,0.329140365617922,1.34384794051762e-10,,,Main,2.41137214450002,3.70160237772228,TG 41:0,"3.1 (2.4, 3.7)",1.3e-10,1.3e-10***,,HMDB0072022
Time_235,2.95607616914199,0.329140365617922,2.93461899661557e-10,,,Main,2.31096105253086,3.60119128575312,TG 41:0,"3 (2.3, 3.6)",2.9e-10,2.9e-10***,,HMDB0072022
Time_(joint),,,,55.663308440075,3.81215064088928e-11,Main,,,TG 41:0,"NA (NA, NA)",,,3.8e-11***,HMDB0072022
Time_120,-0.0741020131608034,0.0710413384332353,0.304726318253802,,,Main,-0.213343036489945,0.0651390101683378,Salicyluric acid,"-0.1 (-0.2, 0.1)",0.305,0.305,,HMDB0000840
Time_235,-0.304044818105719,0.0710413384332353,0.000158588593772333,,,Main,-0.443285841434861,-0.164803794776578,Salicyluric acid,"-0.3 (-0.4, -0.2)",1.6e-04,1.6e-04***,,HMDB0000840
Time_(joint),,,,9.9604970034317,0.000433422729673361,Main,,,Salicyluric acid,"NA (NA, NA)",,,4.3e-04***,HMDB0000840
Time_120,0.576930352175278,0.0888157995422202,2.60410894348058e-07,,,Main,0.402851385072526,0.75100931927803,TG 50:7,"0.6 (0.4, 0.8)",2.6e-07,2.6e-07***,,HMDB0047745
Time_235,0.852369367861464,0.0888157995422202,6.14124438308184e-11,,,Main,0.678290400758713,1.02644833496422,TG 50:7,"0.9 (0.7, 1)",6.1e-11,6.1e-11***,,HMDB0047745
Time_(joint),,,,47.9721679637407,2.34456684488963e-10,Main,,,TG 50:7,"NA (NA, NA)",,,2.3e-10***,HMDB0047745
Time_120,1.80014904328421,0.153726325941784,4.16494209663145e-13,,,Main,1.49884544443832,2.10145264213011,TG 44:2,"1.8 (1.5, 2.1)",4.2e-13,4.2e-13***,,HMDB0042279
Time_235,1.91494224578675,0.153726325941784,8.13980604444497e-14,,,Main,1.61363864694085,2.21624584463265,TG 44:2,"1.9 (1.6, 2.2)",8.1e-14,8.1e-14***,,HMDB0042279
Time_(joint),,,,97.6187842429976,2.39175945901636e-14,Main,,,TG 44:2,"NA (NA, NA)",,,2.4e-14***,HMDB0042279
Time_120,0.822479345905548,0.184878258457811,9.78124913192079e-05,,,Main,0.460117959328238,1.18484073248286,TG 47:5,"0.8 (0.5, 1.2)",9.8e-05,9.8e-05***,,HMDB0043186
